timestamp; left_pos_x; left_pos_y; left_pos_z; left_rot_x; left_rot_y; left_rot_y; right_pos_x; right_pos_y; right_pos_z; right_rot_x; right_rot_y; right_rot_y; obj_pos_x; obj_pos_y; obj_pos_z; obj_rot_x; obj_rot_y; obj_rot_z; obj_rot_w
i; 0; 0; -0,055; 0; 0; 0; 1; 0; 0; -0,055; 0; 0; 0; 1; -0,0004893831; -0,09714811; 0,1845769; 0,1302444; -0,1080575; 0,005529303; 0,9855605
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004858277;-0,09741542;0,1851633;0,130389;-0,1100168;0,005422608;0,9853252
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,000485129;-0,09746794;0,1852786;0,1304174;-0,1104016;0,005401648;0,9852785
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004846954;-0,09750055;0,1853501;0,130435;-0,1106404;0,00538864;0,9852495
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004838235;-0,09756609;0,1854939;0,1304703;-0,1111202;0,005362502;0,9851909
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004832891;-0,09760629;0,185582;0,1304919;-0,1114142;0,005346484;0,9851549
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004827382;-0,0976477;0,1856729;0,1305141;-0,1117173;0,005329972;0,9851177
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004821231;-0,09769394;0,1857744;0,130539;-0,1120556;0,005311538;0,9850761
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004816788;-0,09772734;0,1858477;0,1305569;-0,1123;0,005298218;0,985046
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004811457;-0,09776743;0,1859356;0,1305784;-0,1125932;0,00528224;0,9850097
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004806077;-0,09780788;0,1860243;0,1306001;-0,1128888;0,005266131;0,9849731
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004799961;-0,09785385;0,1861252;0,1306247;-0,1132249;0,005247816;0,9849313
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004794926;-0,09789171;0,1862082;0,130645;-0,1135015;0,005232737;0,984897
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004783982;-0,09797399;0,1863888;0,130689;-0,1141028;0,005199961;0,9848218
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004778985;-0,09801157;0,1864712;0,1307091;-0,1143773;0,005184998;0,9847873
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004773525;-0,09805261;0,1865612;0,130731;-0,1146769;0,005168661;0,9847497
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004767747;-0,09809605;0,1866565;0,1307542;-0,114994;0,005151373;0,9847097
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004762335;-0,09813674;0,1867458;0,1307759;-0,115291;0,005135178;0,9846722
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004757158;-0,09817566;0,1868312;0,1307966;-0,1155751;0,005119688;0,9846362
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004752542;-0,09821036;0,1869073;0,1308151;-0,1158284;0,005105876;0,9846041
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,000474505;-0,09826671;0,1870309;0,130845;-0,1162394;0,005083461;0,9845518
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004739571;-0,09830788;0,1871213;0,1308669;-0,1165396;0,005067085;0,9845135
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004733838;-0,09835099;0,1872158;0,1308898;-0,1168539;0,005049942;0,9844732
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004714883;-0,09849349;0,1875285;0,1309654;-0,1178927;0,004993273;0,9843396
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004704999;-0,09856781;0,1876915;0,1310047;-0,1184339;0,004963748;0,9842696
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004683268;-0,0987312;0,1880499;0,131091;-0,1196235;0,004898829;0,9841145
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004663546;-0,09887946;0,1883752;0,1311691;-0,1207019;0,004839966;0,9839727
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004641288;-0,0990468;0,1887424;0,1312569;-0,1219182;0,004773558;0,9838114
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004620251;-0,09920496;0,1890893;0,1313398;-0,123067;0,004710818;0,9836576
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004599643;-0,0993599;0,1894293;0,1314207;-0,1241911;0,004649413;0,9835058
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004575434;-0,09954192;0,1898285;0,1315154;-0,1255108;0,004577308;0,9833259
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004552995;-0,09971063;0,1901987;0,131603;-0,126733;0,004510505;0,9831577
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004523693;-0,09993092;0,190682;0,131717;-0,1283273;0,004423344;0,982936
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004510104;-0,1000331;0,1909061;0,1317696;-0,1290659;0,004382955;0,9828324
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004487767;-0,100201;0,1912745;0,1318561;-0,1302795;0,004316575;0,982661
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004467009;-0,1003571;0,1916169;0,1319361;-0,1314062;0,004254932;0,9825005
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004444947;-0,100523;0,1919808;0,132021;-0,1326027;0,004189456;0,9823286
i;0;0;-0,055;0;0;0;1;0;0;-0,055;0;0;0;1;-0,0004422083;-0,1006949;0,1923579;0,1321086;-0,1338418;0,004121632;0,9821491
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004397842;-0,1008771;0,1927578;0,1322013;-0,1351543;0,004049769;0,9819571
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004393928;-0,1009065;0,1928223;0,1322162;-0,1353661;0,00403817;0,981926
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004390074;-0,1009355;0,1928859;0,1322309;-0,1355745;0,004026754;0,9818953
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004386401;-0,1009631;0,1929465;0,1322449;-0,1357732;0,004015875;0,981866
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,000438227;-0,1009942;0,1930146;0,1322606;-0,1359966;0,004003641;0,981833
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004377858;-0,1010274;0,1930874;0,1322774;-0,1362351;0,003990575;0,9817978
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,000437134;-0,1010764;0,1931949;0,1323022;-0,1365876;0,003971268;0,9817455
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004366726;-0,101111;0,193271;0,1323197;-0,1368371;0,003957601;0,9817085
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004359644;-0,1011643;0,1933878;0,1323466;-0,1372198;0,003936635;0,9816515
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004354226;-0,101205;0,1934772;0,1323672;-0,1375124;0,003920603;0,9816079
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004347252;-0,1012575;0,1935922;0,1323937;-0,1378891;0,003899963;0,9815515
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004340774;-0,1013062;0,1936991;0,1324182;-0,138239;0,003880793;0,9814991
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004336883;-0,1013354;0,1937632;0,1324329;-0,1384491;0,00386928;0,9814675
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004331748;-0,101374;0,1938479;0,1324523;-0,1387264;0,003854082;0,9814258
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004325073;-0,1014242;0,193958;0,1324776;-0,1390865;0,003834346;0,9813715
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004318466;-0,1014739;0,194067;0,1325025;-0,139443;0,00381481;0,9813176
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004313798;-0,101509;0,194144;0,1325201;-0,1396947;0,00380101;0,9812795
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004309268;-0,101543;0,1942187;0,1325372;-0,1399391;0,003787614;0,9812424
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004296549;-0,1016387;0,1944285;0,1325851;-0,140625;0,003750016;0,981138
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004291358;-0,1016777;0,1945141;0,1326046;-0,1409047;0,00373468;0,9810953
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004281304;-0,1017533;0,19468;0,1326424;-0,1414463;0,003704979;0,9810123
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,0004277978;-0,1017783;0,1947348;0,1326549;-0,1416255;0,003695155;0,9809849
i;0;0;0;0;0;0;1;0;0;0;0;0;0;1;-0,000427426;-0,1018062;0,1947961;0,1326689;-0,1418258;0,00368417;0,9809541
