timestamp;success;translation_x;translation_y;translation_z;rotation_x;rotation_y;rotation_z;rotation_w
09:11:49.757;True;-0,579937233265925;-7,62844056031934;56,8772673705663;0,4622844;0,8022876;-0,3770266;0,02188252
09:11:49.824;True;-0,603530151286387;-7,78721523804716;56,8051136960582;0,4617218;0,8012416;-0,3798889;0,0225674
09:11:49.903;True;-0,627149128045273;-8,03697539013942;56,7125780389756;0,4626416;0,7981659;-0,3850732;0,02475188
09:11:49.973;True;-0,615135967171195;-8,24578970222472;56,7075380158748;0,4655457;0,7936993;-0,3906434;0,02657811
09:11:50.044;True;0,423321502575109;-8,48333656525872;57,50311704354;0,4325445;0,3452258;-0,03786607;0,83204
09:11:50.111;True;1,77494560901786;-8,69379301899329;58,3827358181832;0,4319659;0,3407123;-0,03755025;0,8342126
09:11:50.181;True;2,552802620093;-8,82359659292736;58,7953792019752;0,4317063;0,33804;-0,03535416;0,8355291
09:11:50.247;True;1,99854232404313;-8,78494355178971;58,0913071101352;0,4811777;0,7808904;-0,3969679;0,0330862
09:11:50.316;True;0,929842480441541;-8,68635370375885;57,0398564017263;0,4820288;0,7796623;-0,3985959;0,02993686
09:11:50.383;True;1,16134577518522;-8,72580939932358;57,5100178757869;0,5173016;-0,07072581;0,5723021;0,6323507
09:11:50.455;True;0,379516515064812;-8,61190125537785;56,7133997458276;0,4820953;0,7796146;-0,3987759;0,0276241
09:11:50.523;True;-0,0439036689068117;-8,47812553607949;56,2374675615132;0,4805455;0,781217;-0,397558;0,02690215
09:11:50.594;True;0,707973682645368;-8,5037365087404;56,7367373905066;0,4338851;0,3407884;-0,03793253;0,8331675
09:11:50.668;True;0,160376234575844;-8,30934203038658;56,1563872797499;0,4807392;0,7822971;-0,3950985;0,02825286
09:11:50.737;True;-0,122295073080195;-8,1555399823385;55,7897348410508;0,4803908;0,7822229;-0,3956664;0,02828872
09:11:50.804;True;0,718928144286745;-8,1874502325679;56,3913992553952;0,4339268;0,3402951;-0,03652871;0,8334102
09:11:50.875;True;0,187578519456846;-8,04436347274989;55,8776147865585;0,4805355;0,7817884;-0,3962507;0,02963131
09:11:50.947;True;-0,128051976023955;-7,99663116824102;55,6212571206584;0,4806314;0,781177;-0,3974173;0,02855417
09:11:51.015;True;-0,332494223311034;-7,99252113308084;55,454029432562;0,4798476;0,7811159;-0,3985024;0,02828789
09:11:51.081;True;-0,478998398434226;-7,99474392963659;55,3490841539434;0,4824195;0,7780895;-0,4012753;0,02874381
09:11:51.148;True;-0,625245044094039;-7,98753361434162;55,2614614637152;0,4720009;0,7923483;-0,3841821;0,04246916
09:11:51.216;True;-0,784758919350209;-7,9762760104333;55,171042166766;0,4673043;0,7986623;-0,3759365;0,04936687
09:11:51.283;True;-0,935421419010563;-7,9602060342737;55,0696529539894;0,466475;0,8009766;-0,3714123;0,05376398
09:11:51.350;True;-1,11081775829018;-7,93569899994984;54,9440308041751;0,4670544;0,8012967;-0,3697517;0,05538436
09:11:51.417;True;0,371521422264036;-8,16640704038049;55,9329477444598;0,4371743;0,3356965;-0,03924065;0,8334547
09:11:51.485;True;1,13472512630884;-8,2046888753173;56,4292323372254;0,4369352;0,3359795;-0,03776708;0,8335341
09:11:51.555;True;-0,19559495288038;-7,86115498781989;55,2120287476404;0,4829678;0,7802731;-0,3961888;0,03083028
09:11:51.626;True;-0,963373390050792;-7,60374484129872;54,426261622005;0,4832824;0,7803948;-0,3955841;0,03058439
09:11:51.699;True;-1,47348902352965;-7,36137471503751;53,8534525585866;0,4838702;0,7796158;-0,3964111;0,03044679
09:11:51.771;True;-1,80145635663327;-7,17530933860488;53,4926779553401;0,4849341;0,7792402;-0,3957714;0,03144436
09:11:51.839;True;-2,05950086878189;-7,04908798722596;53,2801513398011;0,4842295;0,7755064;-0,4045091;0,02199863
09:11:51.911;True;-2,28051759792123;-6,97861562932905;53,1764456270182;0,4791956;0,7887704;-0,3826276;0,04253392
09:11:51.979;True;-2,4875594882859;-6,95234669593456;53,1303804627278;0,4739515;0,7965211;-0,3720052;0,05036236
09:11:52.048;True;-2,6832448047673;-6,94220252090075;53,0691505876475;0,4719655;0,799383;-0,3679233;0,05355198
09:11:52.116;True;-1,20049319620046;-7,27337670460064;54,0956720765165;0,4401973;0,3316116;-0,04343422;0,8332908
09:11:52.182;True;-0,486228437521926;-7,45930925613723;54,8550204906443;0,438066;0,3312278;-0,04352484;0,8345609
09:11:52.250;True;-1,1393697159649;-7,37814971648267;54,6202929314127;0,4890025;0,7764744;-0,3961728;0,03179908
09:11:52.316;True;-2,24925779401909;-7,19578848054493;53,9112767323944;0,4898945;0,7757406;-0,3964534;0,03247599
09:11:52.388;True;-2,91337696098617;-7,09647229948492;53,5636429716334;0,4912295;0,7753413;-0,3954976;0,03348216
09:11:52.457;True;-3,33756961685033;-7,04047979453776;53,3985530969161;0,4919597;0,7749625;-0,3953602;0,03315419
09:11:52.524;True;-3,66249796777773;-7,00976636030209;53,3669197755691;0,4924018;0,7739766;-0,3969418;0,03062794
09:11:52.596;True;-3,91187696158309;-6,9949424533857;53,3759481489369;0,4891317;0,7796363;-0,38925;0,03744047
09:11:52.671;True;-4,09347096783597;-6,98326606457394;53,3883515965176;0,4801936;0,7922968;-0,3730946;0,04980313
09:11:52.745;True;-4,24089872107151;-6,96301024558373;53,3790738806827;0,4761291;0,7975956;-0,3662066;0,05509154
09:11:52.812;True;-4,37414690957519;-6,93386043946043;53,3597459392381;0,4748399;0,7994466;-0,3635822;0,05674718
09:11:52.881;True;-4,50562421229418;-6,91325414644007;53,3534352327254;0,4750054;0,7994918;-0,363367;0,05609982
09:11:52.951;True;-4,6133400862322;-6,89460814955909;53,35111347576;0,4760554;0,7985885;-0,3641497;0,05497881
09:11:53.018;True;-4,71005314427559;-6,87291115311365;53,3035654556876;0,4772045;0,7971233;-0,3660684;0,05351846
09:11:53.084;True;-4,81185555827099;-6,85555468013683;53,2580866268742;0,4784717;0,79548;-0,3682618;0,05157314
09:11:53.157;True;-4,90474236163555;-6,83498940782124;53,207615632336;0,4797732;0,7938724;-0,3703122;0,04953113
09:11:53.228;True;-5,00163851991202;-6,81405307149664;53,1838851951593;0,4809689;0,7921723;-0,3727129;0,04708755
09:11:53.297;True;-5,10898886897306;-6,7837487395722;53,162424449494;0,4822785;0,7903716;-0,3750425;0,0454227
09:11:53.364;True;-5,22250481243246;-6,76553265912214;53,1586918435605;0,4837165;0,7885069;-0,3773324;0,04353765
09:11:53.436;True;-4,45421133635156;-6,87991793723722;54,240764127429;0,5150075;-0,07891461;0,564229;0,6404573
09:11:53.506;True;-4,33759160526567;-6,89530756638832;54,5022828520332;0,495053;0,7715379;-0,398768;0,02521955
09:11:53.575;True;-3,438113203633;-7,03421384437312;55,7521392903666;0,514708;-0,07874008;0,563412;0,6414379
09:11:53.647;True;-4,53053842308389;-6,87801363563609;54,4856449853166;0,4958303;0,7711083;-0,3986253;0,02534339
