timestamp;AR_x;AR_y;AR_z;AR_ang_x;AR_ang_y;AR_ang_z;AR_ang_w;Distancia;HAP_x;HAP_y;HAP_z;HAP_ang_x;HAP_ang_y;HAP_ang_z;HAP_ang_w
09:40:57.310;34,26442;-6,628479;-20,8291;0,1526001;0,3593923;-0,7683058;0,5072047;22,83928;32,79368;9,919025;-36,50233;0,1416081;0,9604753;0,2395987;0,005178285
09:40:57.374;34,55733;-6,171418;-18,3067;0,3398911;0,1566572;-0,179027;0,9098802;24,44489;31,90945;10,16888;-36,2938;0,1419807;0,9605715;0,2389997;0,004811667
09:40:57.440;33,65163;-6,68908;-20,65106;0,1525827;0,3582188;-0,7675177;0,5092294;23,14951;30,39753;10,32272;-36,01039;0,1427497;0,9607305;0,237921;0,003615879
09:40:57.507;32,76538;-7,097672;-22,12753;0,1539521;0,3586471;-0,7669801;0,5093256;22,59711;27,72493;10,43888;-35,45766;0,1435218;0,9608789;0,2368601;0,003251646
09:40:57.573;31,70181;-7,286423;-22,15524;0,1517271;0,349572;-0,7625223;0,5228174;22,83421;25,98067;10,49998;-35,28207;0,1437816;0,96079;0,237032;0,005029507
09:40:57.646;32,03118;-6,289389;-15,94055;0,3396735;0,1528343;-0,1782205;0,9107695;26,91011;23,76332;10,66239;-35,13519;0,1430088;0,9609511;0,2367534;0,008320041
09:40:57.710;30,13551;-7,014218;-19,26669;0,1565964;0,3555511;-0,7680792;0,5090338;25,08088;22,32144;10,81868;-35,0774;0,1418598;0,9608502;0,2377974;0,009748213
09:40:57.776;28,62344;-7,427716;-20,99948;0,1578083;0,3539633;-0,7680671;0,5097838;24,51147;20,64334;11,02494;-35,02196;0,1416478;0,9608513;0,2378009;0,01230766
09:40:57.842;27,34985;-7,672007;-21,92529;0,1593935;0,3529285;-0,7676195;0,5106815;24,51218;19,2324;11,37281;-35,04966;0,1401955;0,9607184;0,2390845;0,01428682
09:40:57.907;27,0771;-7,21205;-18,75543;0,3398091;0,1479155;-0,1774928;0,9116728;26,82016;17,4998;11,71851;-35,16367;0,1401134;0,9605132;0,2398831;0,01545009
09:40:57.975;25,59439;-7,806848;-21,17755;0,1601617;0,3539944;-0,7673995;0,5100335;25,93834;16,20044;11,86827;-35,22891;0,1390136;0,9608039;0,2392454;0,01711258
09:40:58.046;24,45333;-8,121501;-22,33041;0,1615785;0,3517006;-0,7677422;0,5106574;26,09065;14,1984;11,9669;-35,44584;0,1390481;0,9606085;0,2399664;0,01769698
09:40:58.113;23,41786;-8,321984;-23,16464;0,1592743;0,3450772;-0,7632781;0,5224558;26,18641;12,5321;11,9669;-35,63819;0,1376797;0,9605696;0,2407813;0,01936001
09:40:58.179;22,45707;-8,3768;-23,60641;0,1628538;0,3520959;-0,7689868;0,508101;26,44931;10,76777;11,9669;-35,81544;0,1372657;0,960737;0,2402738;0,02027331
09:40:58.243;22,30725;-7,652776;-20,1358;0,341578;0,1426606;-0,1772954;0,9118875;28,40499;9,283944;12,0655;-35,89736;0,136421;0,9607317;0,2405797;0,02247964
09:40:58.311;20,87792;-8,008272;-22,40094;0,1658618;0,3499526;-0,7674741;0,510888;27,6242;7,705736;12,11478;-35,98964;0,1357176;0,9605992;0,2411339;0,02616057
09:40:58.376;17,83877;-0,867342;-33,24338;0,7586247;0,5362267;0,1434429;-0,3411357;17,39883;6,652698;12,16405;-36,03155;0,1346299;0,9606805;0,2412765;0,02744992
09:40:58.446;17,80606;-4,422422;-29,20633;0,1672967;0,3485132;-0,767236;0,511761;22,20712;4,784189;12,21508;-36,04594;0,1344139;0,9607627;0,2408061;0,02967015
09:40:58.511;17,48883;-6,309377;-27,12888;0,1676213;0,3483224;-0,7674002;0,5115385;25,04827;3,249412;12,31717;-35,94401;0,1336113;0,9608346;0,2407029;0,03173276
09:40:58.576;16,87661;-7,378574;-26,21896;0,1690707;0,3484096;-0,7668862;0,5117728;26,89695;1,093324;12,38771;-35,36377;0,1326178;0,9613593;0,2391289;0,03191062
09:40:58.640;16,04026;-7,92663;-25,457;0,171121;0,3473123;-0,7668265;0,5119267;28,16042;-1,040878;12,4094;-34,82128;0,1318452;0,9615975;0,2385051;0,03259664
09:40:58.706;14,86704;-8,362515;-24,77768;0,1598937;0,3598001;-0,7624785;0,5134243;29,24577;-2,88095;12,70691;-34,5962;0,1308217;0,9612223;0,2403928;0,03389458
09:40:58.773;13,54219;-8,757113;-24,38205;0,1702;0,3536865;-0,7692875;0,5041177;29,75903;-4,295515;12,80524;-34,50534;0,1310971;0,9613084;0,2401554;0,0320187
09:40:58.846;12,30689;-9,013969;-24,26129;-0,1754894;-0,3505026;0,7725956;-0,4994471;30,43348;-6,323539;12,80524;-34,41145;0,1309526;0,9612379;0,2406629;0,03089478
09:40:58.912;11,2318;-9,117406;-23,96405;-0,1778363;-0,3479379;0,7744216;-0,4975787;30,98257;-8,067024;12,80524;-34,30198;0,1309872;0,9613062;0,2405275;0,02965378
09:40:58.977;10,11403;-9,26244;-23,8569;-0,1792318;-0,3463952;0,7750992;-0,4970993;31,63223;-9,992731;12,90353;-34,10318;0,1306159;0,9612086;0,2411578;0,02933311
09:40:59.046;8,907492;-9,401871;-23,63922;-0,179889;-0,3447307;0,7754337;-0,497497;32,37483;-12,20048;12,90353;-33,88873;0,1287172;0,9611187;0,2421916;0,03203112
09:40:59.114;7,681068;-9,505209;-23,35309;-0,1796216;-0,3426348;0,7759634;-0,498215;32,69059;-13,74793;12,90353;-33,71266;0,1288728;0,9609109;0,2429211;0,0321175
09:40:59.179;7,190928;-8,885426;-18,96954;0,3378341;0,1359582;-0,1808471;0,9136071;34,58115;-15,42586;12,90585;-33,44288;0,1279677;0,9609447;0,2433145;0,03174252
09:40:59.246;6,979076;-8,114425;-13,4241;0,3373954;0,1366015;-0,1814092;0,9135618;37,77596;-17,43336;12,90585;-33,15237;0,1277458;0,9608586;0,2438888;0,03082408
09:40:59.312;6,312109;-7,762012;-10,28595;0,3372417;0,1346079;-0,1811711;0,9139616;39,42401;-18,41183;12,90585;-32,9976;0,1269792;0,9605434;0,2453604;0,0321088
09:40:59.376;5,482082;-7,652244;-8,377472;0,3396741;0,1338331;-0,1889658;0,9115933;40,4888;-19,38892;12,90585;-32,83439;0,1264469;0,9605242;0,2455623;0,03322
09:40:59.443;3,914308;-8,237123;-11,62561;0,1719516;0,3374391;-0,7726578;0,5094777;38,73217;-20,87502;12,90585;-32,56948;0,122867;0,9610615;0,2453219;0,03288846
09:40:59.512;2,139501;-8,931902;-16,58722;0,1751706;0,3398962;-0,7741112;0,5045173;37,21975;-23,79481;12,8567;-32,01377;0,1159443;0,9625266;0,2430101;0,03233588
09:40:59.583;0,4173403;-9,164621;-19,09747;0,1817199;0,3380163;-0,7754202;0,5014443;36,7156;-26,20174;12,85439;-31,53222;0,1123163;0,9632567;0,2418254;0,03228239
09:40:59.650;-1,29225;-9,292796;-20,26828;-0,1834243;-0,3379218;0,7760643;-0,4998887;36,94294;-28,96278;12,75608;-30,89697;0,1096151;0,9635916;0,2414746;0,03414454
09:40:59.716;-2,378315;-8,893085;-17,48657;-0,1826435;-0,3371608;0,7776815;-0,4981722;38,05316;-30,89853;12,70462;-30,45496;0,1086494;0,9637489;0,2411916;0,03478526
09:40:59.780;-4,202715;-9,145289;-18,88245;-0,1854059;-0,3362183;0,776749;-0,4992425;37,4704;-32,51745;12,59731;-30,26514;0,1078748;0,9636;0,2420614;0,03527716
09:40:59.844;-5,787133;-9,351055;-19,47079;-0,1845229;-0,3351509;0,7776085;-0,4989491;37,35344;-34,17603;12,43694;-30,17749;0,1078188;0,9634608;0,242546;0,03591417
09:40:59.910;-7,106729;-9,482278;-19,71432;0,1867217;0,3305451;-0,7775795;0,5012436;37,93006;-36,29258;12,41745;-30,07182;0,107217;0,9628884;0,2448453;0,0374355
09:40:59.981;-8,230198;-9,602322;-19,58893;-0,188882;-0,334461;0,781637;-0,4914297;38,43427;-38,02786;12,40683;-29,8305;0,1078714;0,9626271;0,2458328;0,03576615
09:41:00.047;-8,733704;-9,111897;-15,06607;0,3389945;0,1271105;-0,1864169;0,9133315;41,59843;-41,98689;11,86482;-28,65404;0,1093334;0,962728;0,2454664;0,03078053
