timestamp;left_pos_x;left_pos_y;left_pos_z;left_rot_x;left_rot_y;left_rot_z;left_rot_w;right_pos_x;right_pos_y;right_pos_z;right_rot_x;right_rot_y;right_rot_z;right_rot_w;obj_pos_x;obj_pos_y;obj_pos_z;obj_rot_x;obj_rot_y;obj_rot_z;obj_rot_w
642;-0,07559443;0,1550489;0,1951785;-0,2168307;-0,1143305;0,1705305;0,9543754;0,1538651;0,1967462;0,2193234;-0,2595058;-0,07703538;-0,05510769;0,9610856;0,5972895;1,718534;1,654781;0,08797339;0,9663137;0,2390706;0,03665933
643;-0,07557361;0,1547416;0,1946688;-0,2170149;-0,1164187;0,1669885;0,9547073;0,1518167;0,1960277;0,2201489;-0,2511729;-0,07986315;-0,04955019;0,9633685;0,605941;1,719096;1,655634;0,08840458;0,9662104;0,2392073;0,03744385
644;-0,07575691;0,1543483;0,1941511;-0,2160904;-0,1186716;0,1652499;0,9549422;0,1498997;0,1955881;0,2205144;-0,2499439;-0,07809173;-0,04221421;0,9641824;0,6151185;1,719691;1,65654;0,08886161;0,9661;0,2393519;0,03827554
645;-0,07593391;0,1542388;0,1936455;-0,2170117;-0,118417;0,1667168;0,9545098;0,1482096;0,1953386;0,2204455;-0,2532803;-0,07765593;-0,03755646;0,9635394;0,623581;1,72024;1,657375;0,08928264;0,9659976;0,2394849;0,03904181
646;-0,0763728;0,1538745;0,1926857;-0,2184947;-0,1163909;0,170451;0,9537608;0,1465666;0,1950972;0,2202403;-0,2549027;-0,08070111;-0,0362115;0,9629126;0,6321039;1,720793;1,658215;0,08970628;0,9658937;0,2396187;0,03981292
647;-0,07676537;0,1534725;0,1916824;-0,2207539;-0,1134016;0,1732361;0,9530987;0,1447045;0,1948442;0,2198448;-0,2539774;-0,08856448;-0,03728662;0,9624248;0,6409537;1,721368;1,659088;0,09014586;0,9657851;0,2397573;0,04061314
648;-0,07666963;0,153341;0,1915301;-0,2208716;-0,1135143;0,1712327;0,95342;0,1425169;0,1942721;0,2191581;-0,2513466;-0,1013835;-0,03682948;0,9618679;0,6496994;1,721935;1,659951;0,09057989;0,965677;0,2398939;0,04140338
649;-0,07641469;0,1532261;0,1917573;-0,2195134;-0,1151615;0,1675272;0,9541941;0,1399895;0,1933454;0,2188165;-0,2452416;-0,1134712;-0,03399313;0,9621982;0,6600649;1,722608;1,660974;0,09109373;0,9655479;0,2400554;0,04233906
650;-0,07648367;0,1521788;0,1910995;-0,2184307;-0,1180737;0,1620392;0,955034;0,1371993;0,1924942;0,2184959;-0,2387614;-0,1207005;-0,02646705;0,9631842;0,6674894;1,72309;1,661706;0,09146148;0,9654548;0,2401709;0,04300879
651;-0,07666163;0,151776;0,1909368;-0,2192866;-0,1193708;0,1607356;0,9548969;0,1346323;0,1917876;0,2174696;-0,2412502;-0,1252604;-0,01800525;0,9621767;0,6757665;1,723627;1,662523;0,09187122;0,9653504;0,2402994;0,04375508
652;-0,07729986;0,1514102;0,1905807;-0,2214432;-0,1214515;0,1622289;0,9538838;0,1324879;0,1916059;0,2161659;-0,2475806;-0,1269317;-0,01110935;0,9604524;0,6842471;1,724177;1,663359;0,09229054;0,9652428;0,2404307;0,04451893
653;-0,07788752;0,1512634;0,19045;-0,2227525;-0,1211114;0,1648803;0,9531673;0,1307101;0,1915328;0,2148503;-0,2542295;-0,1293947;-0,007932745;0,9584161;0,6933759;1,724769;1,66426;0,09274158;0,9651262;0,2405718;0,04534066
654;-0,07835104;0,1511471;0,1905264;-0,2218484;-0,1204274;0,166984;0,9530986;0,1290112;0,191509;0,2136988;-0,2568542;-0,1353734;-0,007687688;0,9568913;0,7020122;1,72533;1,665112;0,09316797;0,9650151;0,240705;0,04611758
655;-0,07979108;0,1503781;0,1905653;-0,2202272;-0,1211992;0,1708968;0,9526831;0,1274239;0,1912669;0,2126855;-0,2556559;-0,1459454;-0,007487021;0,9556589;0,7109299;1,725909;1,665992;0,09360778;0,9648996;0,2408422;0,04691907
656;-0,08045098;0,1499674;0,1909161;-0,2191991;-0,1218465;0,1717953;0,952676;0,1260954;0,190688;0,2130231;-0,2465045;-0,1499437;-0,005313657;0,9574571;0,7198314;1,726486;1,66687;0,09404638;0,9647836;0,2409789;0,04771848
657;-0,08101251;0,1495439;0,1915061;-0,2163137;-0,1254366;0,1696447;0,9532548;0,1250464;0,1904213;0,2137377;-0,2398334;-0,1464172;-0,001659127;0,9597079;0,7282653;1,727033;1,667702;0,09446167;0,964673;0,2411081;0,04847546
658;-0,0815806;0,1492098;0,1918119;-0,214858;-0,1288659;0,1692906;0,9531896;0,1246043;0,1904799;0,2140153;-0,2426194;-0,1401059;0,002001203;0,9599491;0,7371291;1,727609;1,668576;0,09489771;0,9645561;0,2412436;0,04927038
659;-0,08207156;0,1489653;0,1918132;-0,2159445;-0,1288963;0,1704916;0,9527257;0,1250756;0,1909603;0,2143198;-0,2497432;-0,1334855;0,001977228;0,9590652;0,745785;1,72817;1,66943;0,09532309;0,9644412;0,2413756;0,05004597
660;-0,081751;0,1491432;0,1916042;-0,2173363;-0,1262341;0,171236;0,9526322;0,125268;0,1910644;0,2149244;-0,2500778;-0,1300682;0,001518844;0,9594483;0,756127;1,728841;1,67045;0,09583088;0,964303;0,241533;0,05097198
661;-0,08152474;0,1492247;0,1915857;-0,2172799;-0,1256571;0,170509;0,9528517;0,1255077;0,190864;0,2160142;-0,244897;-0,1289686;0,0002708023;0,9609331;0,7638947;1,729346;1,671216;0,09621201;0,9641985;0,2416509;0,05166708
662;-0,08175713;0,1489655;0,1916654;-0,2164583;-0,1261882;0,1698801;0,9530808;0,1257531;0,1905635;0,2171527;-0,2389448;-0,1286119;-0,0009900276;0,9624777;0,7721962;1,729884;1,672035;0,09661884;0,9640862;0,2417766;0,05240918
663;-0,0817887;0,1488357;0,1916867;-0,2160905;-0,1261546;0,1694717;0,9532415;0,1261991;0,1904044;0,2181551;-0,2357838;-0,1255747;-0,002831769;0,963654;0,7802446;1,730407;1,672829;0,09701303;0,9639767;0,2418983;0,05312827
664;-0,08174739;0,1487703;0,1916531;-0,2161853;-0,1256157;0,1692135;0,953337;0,126861;0,1905686;0,2188126;-0,2379424;-0,1182228;-0,002605672;0,9640539;0,7893018;1,730994;1,673723;0,09745628;0,9638528;0,242035;0,05393698
665;-0,0818515;0,1485219;0,1916688;-0,2161991;-0,1271695;0,1679367;0,9533536;0,1279002;0,19089;0,2195688;-0,2393749;-0,1056186;-0,002384163;0,9651625;0,7980452;1,731562;1,674585;0,09788368;0,9637325;0,2421665;0,0547169
666;-0,08193114;0,1484518;0,1916607;-0,2164025;-0,1288595;0,1672505;0,9532012;0,1285822;0,1913247;0,2200926;-0,2373653;-0,1028022;-0,005350866;0,9659507;0,8066367;1,732119;1,675433;0,09830332;0,9636135;0,2422956;0,05548274
667;-0,08189207;0,1485745;0,1915928;-0,2168863;-0,1276572;0,1679333;0,9531329;0,1285456;0,1911925;0,2200716;-0,2341849;-0,1082314;-0,004268169;0,9661393;0,8145002;1,731049;1,681815;0,09687831;0,9636295;0,2424274;0,05711124
668;-0,08192718;0,1485932;0,1915571;-0,2173234;-0,1274908;0,1681639;0,953015;0,1283843;0,19086;0,2199181;-0,2315194;-0,1127966;-0,00371386;0,9662619;0,8172348;1,725081;1,70388;0,08997487;0,9640414;0,2425131;0,06096017
669;-0,08193514;0,1486195;0,1915788;-0,2169532;-0,1275557;0,1683399;0,9530596;0,1278986;0,1904712;0,2195686;-0,2291241;-0,1196131;-0,001804575;0,9660184;0,8581215;1,681839;1,841782;0,04733285;0,9651087;0,242292;0,08728918
670;-0,08188466;0,1485936;0,1917574;-0,2161781;-0,1262572;0,168899;0,9533097;0,1277015;0,1904688;0,2193109;-0,2299253;-0,1192651;5,33534E-05;0,9658728;0,895902;1,640244;1,965667;0,008634129;0,9640416;0,2412964;0,1110196
671;-0,08163482;0,1485836;0,1919079;-0,2159634;-0,1252446;0,1679173;0,9536653;0,1280368;0,1907012;0,2192028;-0,2335858;-0,1137216;-0,0006712092;0,9656628;0,9075466;1,621397;1,998951;-0,002648924;0,9635359;0,2401536;0,1179738
672;-0,08156669;0,1486068;0,1920311;-0,216189;-0,1280516;0,1670438;0,9533947;0,1286949;0,1909118;0,2195723;-0,2329024;-0,106973;-0,001819719;0,9665971;0,9096847;1,615108;2,001002;-0,003804692;0,9635752;0,2395638;0,1188176
673;-0,08151162;0,1485726;0,192149;-0,2163625;-0,1300623;0,1664099;0,953194;0,1292726;0,1910926;0,2199937;-0,2307494;-0,1028529;-0,003715037;0,9675548;0,9078381;1,608641;2,000137;-0,004400088;0,9637222;0,2389045;0,1189325
674;-0,08140549;0,1486218;0,192037;-0,216878;-0,1284164;0,1663581;0,9533091;0,1299839;0,1909505;0,2201621;-0,2297021;-0,102612;-0,006110553;0,9678174;0,9001958;1,602761;1,995064;-0,004111053;0,9640122;0,2382274;0,117946
675;-0,08113475;0,1486713;0,1919988;-0,217732;-0,127573;0,165618;0,9533565;0,1303381;0,1905718;0,2201365;-0,2284867;-0,1058458;-0,006858345;0,9677518;0,8903404;1,598191;1,989991;-0,004080434;0,9642967;0,237651;0,1167787
676;-0,08102913;0,14871;0,1919543;-0,218037;-0,1277653;0,1654422;0,9532915;0,1306815;0,1900673;0,220438;-0,2242936;-0,1083961;-0,006045337;0,9684556;0,8780215;1,591537;1,983197;-0,004238245;0,9646764;0,2367961;0,1153652
677;-0,08097692;0,1487404;0,1918534;-0,2179143;-0,1282978;0,1656619;0,9532099;0,1312232;0,189607;0,2209401;-0,2216226;-0,1070744;-0,004921122;0,9692236;0,8644631;1,582909;1,975058;-0,004540221;0,9651287;0,2356849;0,1138361
678;-0,080925;0,1487596;0,1917741;-0,2179148;-0,1281455;0,1658562;0,9531965;0,1322745;0,1895078;0,2213908;-0,22312;-0,1016164;-0,00441373;0,96947;0,8614619;1,576963;1,971123;-0,004637084;0,9653478;0,2349532;0,1134866
679;-0,0807836;0,1488254;0,1915813;-0,217966;-0,1286045;0,1661697;0,9530684;0,1341635;0,1897978;0,2221515;-0,225182;-0,09175583;-0,004751854;0,9699749;0,852672;1,564698;1,96244;-0,004662342;0,9658331;0,2334609;0,1124313
680;-0,08070936;0,1488814;0,1914465;-0,2178906;-0,1288771;0,1661471;0,9530528;0,1366481;0,1900076;0,2231769;-0,2240774;-0,08283564;-0,005753625;0,9710276;0,8391542;1,552327;1,952574;-0,00466479;0,9663827;0,2319464;0,1108315
681;-0,08063083;0,1489394;0,191292;-0,2180037;-0,1287914;0,1658847;0,9530842;0,1394953;0,1904985;0,2240588;-0,2238583;-0,07623591;-0,006701306;0,9716124;0,8219423;1,546847;1,945511;-0,004673956;0,9667761;0,231246;0,1088456
682;-0,08055548;0,1490442;0,1909591;-0,2187771;-0,1288763;0,1652353;0,9530083;0,1442067;0,1919393;0,2249539;-0,2280357;-0,06336743;-0,0099655;0,9715374;0,7555485;1,533015;1,923117;-0,005070452;0,9680283;0,2293999;0,1013476
683;-0,08067995;0,1491433;0,1906394;-0,2196156;-0,129697;0,1648513;0,9527705;0,1497058;0,1939961;0,2262605;-0,2318235;-0,04433209;-0,01748685;0,9715898;0,7044281;1,52786;1,909262;-0,005593519;0,9687876;0,2286198;0,0956679
684;-0,0810549;0,1492583;0,1903056;-0,2207806;-0,1311396;0,1647789;0,9523163;0,1572621;0,1974181;0,2277397;-0,239085;-0,01563494;-0,0315976;0,9703584;0,6440336;1,528793;1,897208;-0,006487229;0,9694337;0,2285203;0,08907703
685;-0,08168468;0,1493864;0,1900153;-0,2217992;-0,1331951;0,1653163;0,951701;0,166537;0,2016974;0,2288343;-0,2522659;0,01938053;-0,05220067;0,9660546;0,3980027;1,564;1,878125;-0,01473829;0,9705224;0,2319857;0,06365337
686;-0,08249487;0,1495091;0,1897877;-0,222562;-0,1351158;0,1666824;0,9510136;0,1779434;0,2064124;0,2295262;-0,2646883;0,06137627;-0,07625648;0,9593529;0,1268163;1,613952;1,875976;-0,02575866;0,9703438;0,2375963;0,03629517
687;-0,08307418;0,1495994;0,1897333;-0,2226364;-0,1361791;0,1675576;0,9506907;0,1886774;0,2101583;0,2290815;-0,2761006;0,09324235;-0,09764996;0,951598;-0,1220859;1,667669;1,892004;-0,03756835;0,9689127;0,2442488;0,01180392
688;-0,08333346;0,1496825;0,1897186;-0,222341;-0,1361379;0,1679688;0,9506932;0,1992725;0,2138403;0,2272359;-0,2874467;0,1114498;-0,1167531;0,9440985;-0,4472912;1,725949;1,936502;-0,05421565;0,9656823;0,2532464;-0,01961032
689;-0,08378097;0,149785;0,1895982;-0,222916;-0,1366758;0,1687413;0,9503444;0,2092852;0,2179113;0,2243681;-0,3055304;0,1331717;-0,1358332;0,9329876;-0,8220787;1,788199;2,019516;-0,0761352;0,9596097;0,2652792;-0,0545859
690;-0,08390938;0,149845;0,189546;-0,2233189;-0,1370103;0,1683091;0,9502783;0,2186434;0,2216294;0,2213128;-0,3211321;0,1510002;-0,1563969;0,9217446;-1,183698;1,849605;2,119816;-0,09873646;0,9514307;0,2781402;-0,08757176
691;-0,08407798;0,1499704;0,1894099;-0,2243621;-0,1379058;0,1674277;0,9500588;0,226784;0,2252375;0,2174106;-0,3360654;0,1684728;-0,1733668;0,9102861;-1,373639;1,895691;2,201209;-0,1122174;0,945254;0,2882015;-0,104125
692;-0,08405675;0,1500508;0,1893113;-0,2259561;-0,1378893;0,1665413;0,9498392;0,232181;0,2284055;0,2123223;-0,3528777;0,1690915;-0,1834486;0,9017938;-1,677284;1,966237;2,362085;-0,1360956;0,9330411;0,3067916;-0,129581
693;-0,08382982;0,150044;0,189365;-0,2260962;-0,1375573;0,1657929;0,9499848;0,2349843;0,2315458;0,2071773;-0,3718966;0,151565;-0,1884747;0,8962133;-1,929797;2,036192;2,513218;-0,1569002;0,9207386;0,3242837;-0,1498763
694;-0,08352122;0,1500506;0,189484;-0,2255165;-0,1370401;0,1653791;0,9502695;0,2342783;0,234439;0,2019851;-0,3880596;0,129786;-0,1828034;0,8939509;-1,999556;2,06944;2,571249;-0,1635975;0,916178;0,3315299;-0,1547314
695;-0,08327098;0,1500371;0,1895948;-0,225062;-0,1365874;0,1657116;0,9503845;0,2338587;0,237097;0,1979158;-0,3990833;0,1201537;-0,1760424;0,8917986;-2,009585;2,190911;2,67126;-0,1716315;0,9089978;0,3489163;-0,1500771
696;-0,08258669;0,1500123;0,1899321;-0,2243484;-0,1352363;0,1664541;0,9506167;0,2312625;0,2389053;0,1948484;-0,4052967;0,1135847;-0,159445;0,8929784;-1,99629;2,300536;2,752573;-0,1763602;0,9032991;0,3635343;-0,1441894
697;-0,08165482;0,1499684;0,1903296;-0,2236644;-0,13317;0,167399;0,9509036;0,2269987;0,2398958;0,1936608;-0,4031068;0,1089078;-0,1332341;0,8988285;-1,959434;2,377196;2,7989;-0,1762143;0,9006157;0,3724791;-0,1382003
698;-0,08040364;0,1500019;0,1905821;-0,2234661;-0,131207;0,1670593;0,9512827;0,2204982;0,2397609;0,1951276;-0,3877819;0,09641366;-0,09832146;0,9114069;-1,911459;2,449551;2,839448;-0,1723952;0,8990231;0,3800815;-0,1325727
699;-0,079795;0,1500877;0,1905569;-0,2239245;-0,1314005;0,1663871;0,9512661;0,2128948;0,2388451;0,198071;-0,3624391;0,07540192;-0,06154072;0,9269117;-1,777607;2,535222;2,85465;-0,1546438;0,9014416;0,3852754;-0,1226831
700;-0,07911249;0,1501634;0,1905266;-0,224106;-0,1311947;0,1661131;0,9512996;0,2025585;0,2346165;0,2037005;-0,321391;0,0410521;-0,01594446;0,945922;-1,574312;2,62236;2,842292;-0,1265821;0,9066715;0,3873863;-0,1088839
701;-0,0784124;0,1502521;0,1905106;-0,2234697;-0,1308468;0,1663384;0,9514578;0,1935343;0,2282943;0,2097963;-0,2744417;0,01652108;0,02716508;0,961078;-1,368086;2,610215;2,749074;-0,1004137;0,9155424;0,3776098;-0,09544662
702;-0,07745775;0,1503737;0,1904405;-0,222398;-0,1300162;0,1669407;0,9517173;0,1853461;0,2204897;0,215326;-0,2283744;-0,00616335;0,06759845;0,9712042;-0,8829719;2,361677;2,443061;-0,04383758;0,9389368;0,3358522;-0,06065679
703;-0,07650527;0,1505024;0,1902575;-0,2216606;-0,1281001;0,1673614;0,9520752;0,1784255;0,2104689;0,219721;-0,1932251;-0,02351125;0,1044834;0,975292;-0,4023609;2,051106;2,123025;0,01313513;0,9574237;0,2872839;-0,02520527
704;-0,07660411;0,1506656;0,1898195;-0,2222137;-0,1286757;0,1671503;0,9519057;0,1744659;0,2004814;0,2225084;-0,1739811;-0,03144402;0,1306227;0,9755406;-0,1600866;1,765071;1,939586;0,04606351;0,9665886;0,2520796;-0,006363298
705;-0,07646196;0,1508437;0,1893081;-0,2230734;-0,1286711;0,1674597;0,9516508;0,1733791;0,1915205;0,2249149;-0,1646824;-0,03227156;0,1441382;0,9752243;-0,03525748;1,588871;1,853144;0,06588732;0,9703858;0,2323708;0,003747824
706;-0,07609298;0,1511013;0,1884543;-0,2245357;-0,1278058;0,1673116;0,9514496;0,1748636;0,1841294;0,2282505;-0,1554414;-0,02411058;0,1481921;0,9763687;0,09984995;1,381956;1,760389;0,08991352;0,9734797;0,2098568;0,01459367
707;-0,07619043;0,151259;0,1879465;-0,2252621;-0,1287995;0,1665488;0,9512777;0,1788221;0,1789629;0,23248;-0,1512125;-0,002650735;0,1454885;0,9777325;0,2225381;1,166308;1,677538;0,1161493;0,9750658;0,187529;0,02426882
708;-0,07636036;0,151408;0,1871729;-0,2265172;-0,1306613;0,1649982;0,9509959;0,1850151;0,1764623;0,2366783;-0,1604272;0,03008519;0,1367044;0,9770721;0,1988732;1,059632;1,634547;0,1265782;0,9759929;0,1760347;0,02068188
709;-0,07671773;0,1513849;0,1867713;-0,2274663;-0,1312731;0,1633087;0,9509767;0,1921835;0,1748304;0,241142;-0,1653461;0,06389667;0,1208166;0,9767196;0,128883;1,003155;1,607765;0,1321505;0,9765966;0,1692319;0,01248841
710;-0,07708462;0,1512257;0,1868479;-0,226727;-0,1321364;0,163326;0,9510307;0,2010276;0,1747234;0,2457431;-0,1654279;0,1040944;0,09920677;0,9756823;0,006685631;0,9974845;1,597998;0,1326519;0,9769771;0,1670881;-0,0009782368
711;-0,07740311;0,1509878;0,1870522;-0,2251381;-0,1324927;0,1646668;0,9511274;0,2099381;0,175647;0,2479221;-0,1745584;0,1404507;0,07932272;0,9713449;-0,1802748;1,014591;1,599267;0,1289292;0,9773306;0,166606;-0,02108341
712;-0,07759418;0,1507549;0,187187;-0,2240495;-0,1320421;0,1653629;0,9513264;0,2162201;0,1757703;0,2487316;-0,1823068;0,1617243;0,06592616;0,967607;-0,5746568;1,058846;1,644586;0,1135205;0,9771712;0,1683587;-0,06248995
713;-0,07762589;0,1504858;0,1874127;-0,2234635;-0,1318968;0,1653374;0,9514887;0,2204296;0,1761403;0,2478799;-0,1897133;0,1695904;0,05554481;0,9654858;-1,024137;1,114354;1,711513;0,09362758;0,9746423;0,1713275;-0,1093304
714;-0,07744079;0,1500276;0,1878262;-0,2231148;-0,1324381;0,1635041;0,9518121;0,2223347;0,1763738;0,2464464;-0,1945858;0,1661382;0,04557746;0,9656383;-1,185415;1,146198;1,757142;0,08481831;0,9727858;0,1749025;-0,1261067
715;-0,07679981;0,1493033;0,1885938;-0,2220262;-0,1326783;0,1588423;0,9528221;0,2230606;0,1765503;0,2451213;-0,1970942;0,1586651;0,03429733;0,9668521;-1,35813;1,195077;1,81955;0,07131442;0,9702368;0,1816664;-0,1433602
716;-0,0759222;0,1490345;0,1892167;-0,2202774;-0,1323369;0,1552293;0,9538704;0,2216635;0,1769571;0,2432882;-0,1972308;0,1418915;0,02306588;0,9697602;-1,434417;1,220588;1,849726;0,06307863;0,9689862;0,1855606;-0,1505135
717;-0,07516612;0,148919;0,1896775;-0,2189431;-0,1312418;0,1537243;0,9545723;0,220584;0,1773513;0,2420389;-0,2003864;0,134895;0,01765969;0,9702252;-1,45741;1,232251;1,860923;0,05764492;0,9686596;0,1877547;-0,1520658
718;-0,07463451;0,1489863;0,1899071;-0,2184933;-0,1313988;0,1536532;0,9546652;0,2184924;0,1776668;0,2408359;-0,2037522;0,1289625;0,02018386;0,9702816;-1,444924;1,244168;1,861655;0,04774133;0,9691373;0,1907864;-0,1486417
719;-0,07462626;0,149329;0,1896375;-0,2195936;-0,1310972;0,1550801;0,9542235;0,2155849;0,1780116;0,2400412;-0,207814;0,1261513;0,03048468;0,9695204;-1,428116;1,255233;1,861006;0,04055116;0,9694843;0,1932628;-0,1452769
720;-0,07440773;0,1496141;0,1894689;-0,2207161;-0,130067;0,1555616;0,9540271;0,213581;0,1782182;0,2395081;-0,2112704;0,1251665;0,03672026;0,9686846;-1,411501;1,264828;1,860128;0,03751902;0,9696503;0,1948836;-0,1427968
721;-0,07385357;0,1500291;0,1893664;-0,2218823;-0,1283332;0,1557769;0,9539562;0,211772;0,1785086;0,2392983;-0,2122618;0,1240799;0,03920271;0,9685103;-1,396095;1,275975;1,860492;0,03673233;0,9696596;0,1963362;-0,1409365
722;-0,07365453;0,1504019;0,1891478;-0,2225272;-0,1280648;0,156105;0,9537884;0,2101204;0,1789148;0,2391197;-0,2135309;0,1206325;0,03837443;0,9687001;-1,372857;1,295241;1,862392;0,03662076;0,9695592;0,1986544;-0,1383849
723;-0,07359187;0,1506779;0,1889474;-0,2229436;-0,1288748;0,1558596;0,9536222;0,2085399;0,1792358;0,2389784;-0,2138884;0,1140549;0,03630951;0,9694973;-1,348716;1,315802;1,86473;0,03688014;0,9694142;0,2010688;-0,135821
724;-0,0732495;0,151217;0,1886081;-0,2240109;-0,1291252;0,155145;0,9534547;0,2072667;0,1796014;0,2389099;-0,2139504;0,1104929;0,03530695;0,969933;-1,333948;1,326841;1,865635;0,03703576;0,9693577;0,2023647;-0,1342485
725;-0,07287718;0,1518217;0,1881028;-0,2258613;-0,1293137;0,154311;0,9531279;0,2064326;0,1799557;0,2387902;-0,2149157;0,1085324;0,03387631;0,969992;-1,300992;1,343464;1,864362;0,03687431;0,9694413;0,2043859;-0,1305768
726;-0,07261105;0,1524267;0,187366;-0,2287249;-0,1297475;0,1538943;0,9524532;0,2059307;0,1803607;0,2388766;-0,2154168;0,1081674;0,03194747;0,969987;-1,265301;1,360048;1,862489;0,03654499;0,9695544;0,2064264;-0,1265578
727;-0,07272471;0,1524363;0,1871751;-0,2285082;-0,1296321;0,154498;0,9524232;0,2054577;0,1806796;0,2390641;-0,2155485;0,1097239;0,03198535;0,9697816;-1,251098;1,366157;1,861652;0,03630487;0,96961;0,2071956;-0,1249339
728;-0,07274753;0,1525143;0,1868478;-0,2288696;-0,1283324;0,1550438;0,9524238;0,2048265;0,1810857;0,239079;-0,2177701;0,1095103;0,03124737;0,9693334;-1,230059;1,375886;1,860904;0,03566289;0,969678;0,2084518;-0,1224773
729;-0,07277083;0,1524677;0,1866938;-0,2290047;-0,1279275;0,1548889;0,9524709;0,2041677;0,1813398;0,239157;-0,2182329;0,1072497;0,02874544;0,9695595;-1,214955;1,38357;1,860728;0,03515859;0,9697049;0,2094405;-0,1207108
730;-0,07276985;0,1523501;0,1866199;-0,228616;-0,1286944;0,1538577;0,9526281;0,2034867;0,1814069;0,2394248;-0,2167094;0,1051222;0,02626576;0,9702044;-1,20781;1,388471;1,861282;0,03486703;0,9696842;0,2100635;-0,119876
731;-0,07270105;0,1522221;0,1864908;-0,2286172;-0,1295132;0,1525318;0,9527301;0,2026784;0,181267;0,2396408;-0,2155074;0,1020325;0,0256782;0,9708174;-1,191233;1,396481;1,86107;0,03375341;0,9697365;0,2111632;-0,1178215
732;-0,07264997;0,1520425;0,1865586;-0,228407;-0,1300148;0,151532;0,9528717;0,2018773;0,1811114;0,2396386;-0,2149546;0,1004384;0,02694578;0,9710719;-1,177984;1,401252;1,86016;0,03288289;0,9698166;0,2118456;-0,1161726
733;-0,07260648;0,1518847;0,1867629;-0,2276931;-0,1295566;0,1512926;0,953143;0,2011962;0,1809072;0,2395362;-0,2144442;0,09951642;0,02771327;0,971258;-1,167993;1,403196;1,858727;0,03227553;0,9699168;0,2121579;-0,1149296
734;-0,07254776;0,1516831;0,1870474;-0,2260965;-0,1286431;0,1514716;0,9536182;0,2005718;0,1806672;0,2393471;-0,2144452;0,09801619;0,02776536;0,9714088;-1,157428;1,40474;1,857011;0,0318059;0,9700283;0,2124066;-0,1136529
735;-0,07254507;0,1515993;0,1872177;-0,2253374;-0,1276571;0,1521484;0,9538226;0,1998748;0,1803078;0,239255;-0,2130226;0,09461634;0,02742958;0,9720683;-1,143575;1,406161;1,854559;0,03134102;0,9701817;0,2126442;-0,1120165
736;-0,07257745;0,1516432;0,1872569;-0,2257913;-0,1273442;0,1526122;0,953683;0,1990704;0,1796045;0,2391509;-0,2098515;0,08911207;0,02884989;0,9732364;-1,12766;1,407392;1,851582;0,03084918;0,9703636;0,2128645;-0,1101439
737;-0,07251249;0,1517363;0,1872996;-0,2261609;-0,1269401;0,1524728;0,9536716;0,1982449;0,178952;0,2389756;-0,2084086;0,08413034;0,03280955;0,9738642;-1,116628;1,407135;1,84904;0,0305642;0,9705153;0,2128798;-0,1088496
738;-0,07238421;0,1518981;0,1873308;-0,2266737;-0,1265443;0,1522336;0,9536407;0,1978143;0,1785242;0,2386052;-0,2093441;0,08220913;0,03532326;0,9737397;-1,082621;1,401358;1,839141;0,03067683;0,971074;0,2122345;-0,105028
739;-0,07178685;0,1524913;0,1873271;-0,2283084;-0,1243423;0,1516913;0,9536268;0,1978739;0,1783556;0,2378064;-0,2112151;0,08370339;0,03714248;0,9731405;-1,050279;1,396251;1,82998;0,03090951;0,9715765;0,2116528;-0,1014243
740;-0,07081611;0,1533726;0,1872553;-0,230591;-0,1205716;0,1508257;0,9536991;0,1979799;0,17833;0,2369098;-0,2141647;0,08483983;0,03832715;0,9723511;-1,033774;1,394603;1,825924;0,0313159;0,9717916;0,2114441;-0,09965907
741;-0,06975432;0,1542774;0,1870818;-0,2319787;-0,1169259;0,1504533;0,9538753;0,1984698;0,1781029;0,2359424;-0,2137681;0,08479162;0,03803342;0,9724541;-1,012647;1,396459;1,822879;0,0322056;0,9719405;0,21162;-0,09752649
742;-0,06841763;0,1552384;0,1868328;-0,2339905;-0,1112465;0,1496329;0,9541922;0,1987561;0,1782679;0,235561;-0,2129968;0,08474533;0,0365475;0,9726844;-0,9886808;1,398592;1,81944;0,03321667;0,9721023;0,2118212;-0,09510881
743;-0,06696969;0,1563269;0,1864456;-0,2373199;-0,1063872;0,1472958;0,9542877;0,199185;0,1784304;0,2340873;-0,2154078;0,08407718;0,03456411;0,9722838;-0,9659741;1,400614;1,816181;0,03417384;0,9722492;0,2120103;-0,09281891
744;-0,06518509;0,1575583;0,1857711;-0,2421425;-0,1016039;0,1449157;0,9539618;0,2000334;0,1788484;0,2319394;-0,2213543;0,08301185;0,02914449;0,9712167;-0,9430788;1,402651;1,812895;0,03513785;0,9723911;0,2121995;-0,09051151
745;-0,0633823;0,1587238;0,1853072;-0,2455155;-0,09602693;0,1430581;0,9539577;0,2009566;0,1793034;0,2302115;-0,2251118;0,08376208;0,02527503;0,9703967;-0,9209008;1,404625;1,809712;0,03607085;0,9725226;0,2123814;-0,08827732
746;-0,06128209;0,160097;0,1848941;-0,2487673;-0,09189352;0,140679;0,9538762;0,2022247;0,1795619;0,2286523;-0,2229836;0,08624391;0,02153701;0,9707608;-0,8965747;1,406791;1,806221;0,03709336;0,9726602;0,2125793;-0,08582757
747;-0,05876061;0,1614366;0,1845162;-0,2509407;-0,0861581;0,1373865;0,954322;0,2034043;0,1796028;0,2267397;-0,2238004;0,08730536;0,01841802;0,9705421;-0,8739349;1,408806;1,802972;0,03804404;0,9727819;0,212762;-0,08354882
