timestamp;left_pos_x;left_pos_y;left_pos_z;left_rot_x;left_rot_y;left_rot_z;left_rot_w;right_pos_x;right_pos_y;right_pos_z;right_rot_x;right_rot_y;right_rot_z;right_rot_w;obj_pos_x;obj_pos_y;obj_pos_z;obj_rot_x;obj_rot_y;obj_rot_z;obj_rot_w
330;-0,04538631;0,2230459;0,3430645;-0,09876408;-0,01303763;-0,4457361;0,8896039;0,2094117;0,1830227;0,2523637;-0,224171;0,08613422;-0,1418668;0,9603135;0,002623968;0,7242494;0,8715316;-0,4130176;0,9033421;0,1071043;0,04379769
331;-0,04413156;0,2219902;0,3422566;-0,1114325;-0,01933037;-0,4349841;0,8933073;0,2086093;0,1826784;0,2528489;-0,2227537;0,08562317;-0,1398035;0,9609914;-0,1132913;0,5238356;0,8245372;-0,430026;0,8975665;0,09333744;0,02720633
332;-0,04346249;0,2229597;0,3416339;-0,1206933;-0,02570687;-0,4164823;0,9007302;0,2079047;0,1824211;0,2532361;-0,222316;0,086882;-0,1374041;0,9613258;-0,1306216;0,5194535;0,8245307;-0,4316278;0,896782;0,09388939;0,02577189
333;-0,04300176;0,2235303;0,3411137;-0,1217982;-0,0259112;-0,4022775;0,9070097;0,2076344;0,1822793;0,2532828;-0,2229467;0,08681777;-0,1373703;0,9611903;-0,1538922;0,5542764;0,8330395;-0,4300486;0,8970671;0,09844106;0,02526385
334;-0,04289566;0,2256894;0,340525;-0,1218364;-0,02134809;-0,3847328;0,9147026;0,2077041;0,1822805;0,2530972;-0,2237685;0,08640262;-0,1384736;0,9608784;-0,1718344;0,5911664;0,8418378;-0,4269228;0,8980637;0,1029046;0,0250829
335;-0,04286111;0,2280371;0,3403365;-0,1253589;-0,02123366;-0,3690095;0,920688;0,2075123;0,1821272;0,2531219;-0,2237383;0,08623689;-0,1387836;0,9608556;-0,1806851;0,6223493;0,8491426;-0,4222193;0,8998819;0,1063484;0,02516787
336;-0,04306806;0,2302999;0,3404805;-0,129635;-0,02499067;-0,3548855;0,9255412;0,2071642;0,1819294;0,253189;-0,2237889;0,08665952;-0,1382157;0,9608877;-0,1928619;0,6503124;0,8561351;-0,4142191;0,9032142;0,1096984;0,02434984
337;-0,04382118;0,2328973;0,3410066;-0,1354813;-0,0322111;-0,3462458;0,9277506;0,2062455;0,1815674;0,2533702;-0,2242946;0,08654834;-0,1363007;0,9610533;-0,1999058;0,697188;0,867596;-0,4000954;0,9089469;0,1147499;0,0239097
338;-0,04435853;0,234633;0,3417458;-0,1425613;-0,04111659;-0,3467484;0,9261487;0,2052248;0,1812481;0,2534321;-0,2248155;0,08535753;-0,1335209;0,9614282;-0,2010803;0,7558065;0,881775;-0,3826769;0,9156479;0,1207121;0,02399856
339;-0,04496203;0,2360293;0,3424237;-0,1476927;-0,05001103;-0,3460032;0,9251852;0,2043931;0,1811237;0,2532504;-0,2254594;0,08392248;-0,1308408;0,9617722;-0,1869469;0,7925845;0,8903582;-0,375123;0,9183089;0,1238146;0,02571744
340;-0,04527004;0,2371145;0,3429497;-0,1481778;-0,05239626;-0,3436384;0,9258567;0,204206;0,1813263;0,2529015;-0,226326;0,08265986;-0,1309962;0,9616569;-0,1444888;0,8741157;0,9104237;-0,3660718;0,9208986;0,1301803;0,03147216
341;-0,04542334;0,2380533;0,3433457;-0,1476163;-0,05151134;-0,3401483;0,9272838;0,2040149;0,1814428;0,2525409;-0,2268552;0,08069911;-0,1312343;0,9616662;-0,1122878;0,9304945;0,9246086;-0,3606107;0,9222766;0,1344775;0,03580097
342;-0,04539528;0,2390309;0,3436194;-0,1499808;-0,05182938;-0,3377412;0,9277663;0,2036373;0,1817026;0,2521381;-0,2279629;0,07808121;-0,1303077;0,9617464;-0,09173311;0,9602757;0,9325188;-0,3579476;0,9228891;0,1366489;0,03842463
343;-0,04520131;0,2401166;0,3436998;-0,154836;-0,05389006;-0,3377499;0,9268478;0,2034658;0,181925;0,2517326;-0,2290992;0,0768234;-0,1287869;0,9617826;-0,07076694;0,9913176;0,9411392;-0,3544104;0,9237939;0,1389895;0,04098951
344;-0,04527703;0,2412091;0,3439294;-0,1554939;-0,05507185;-0,3357205;0,9274052;0,2035575;0,1821789;0,2515931;-0,2293048;0,07762876;-0,1281358;0,9617559;-0,05037651;1,027594;0,9515555;-0,3507494;0,9246309;0,1418651;0,04366681
345;-0,04530343;0,2422314;0,3441204;-0,1558391;-0,05927506;-0,3345084;0,9275262;0,2036421;0,1825368;0,2513508;-0,2306621;0,07703681;-0,1279035;0,9615098;-0,04585001;1,037802;0,954568;-0,3499069;0,9247881;0,1427124;0,04433377
346;-0,04507915;0,2431389;0,343935;-0,1571164;-0,06040659;-0,33438;0,9272839;0,2038901;0,1828608;0,2510769;-0,23252;0,07653166;-0,1290349;0,9609513;-0,02899787;1,068436;0,9638057;-0,347163;0,9253289;0,145167;0,04659253
347;-0,0447406;0,2438148;0,343624;-0,1593775;-0,06138881;-0,3354824;0,926435;0,2041546;0,1829526;0,2510173;-0,233123;0,07605416;-0,1296504;0,9607602;-0,01527311;1,091292;0,9707469;-0,3451957;0,92569;0,1469556;0,04839465
348;-0,04430996;0,2443274;0,3433357;-0,1601534;-0,06200939;-0,3372388;0,9256219;0,2042836;0,1828633;0,2512146;-0,2319681;0,07715394;-0,1295564;0,9609648;-0,005809531;1,105236;0,9750495;-0,3441291;0,9258553;0,1480056;0,0496132
349;-0,04382544;0,244728;0,3427927;-0,1604654;-0,06127305;-0,3371348;0,9256547;0,2043288;0,1828577;0,2512558;-0,2316256;0,07749951;-0,1296052;0,961013;0,002377466;1,119403;0,979509;-0,3432955;0,9259254;0,1491111;0,05075641
350;-0,04357175;0,2453895;0,342325;-0,1611062;-0,06162542;-0,3354195;0,926143;0,2044206;0,1829342;0,2512335;-0,2316913;0,07752346;-0,1297841;0,9609711;0,01143197;1,136593;0,9849958;-0,3424967;0,9259272;0,1504693;0,05209465
351;-0,04362033;0,2460051;0,3418137;-0,1618419;-0,06054459;-0,3328081;0,9270277;0,2046438;0,1831326;0,2511724;-0,2321287;0,07697801;-0,1312345;0,9607123;0,02080784;1,155205;0,9909812;-0,3416629;0,9259126;0,1519512;0,053508
352;-0,04363541;0,2464498;0,3412967;-0,163288;-0,06006669;-0,3315793;0,9272456;0,2046778;0,1831634;0,2511151;-0,2324477;0,07606979;-0,1326966;0,9605067;0,02383178;1,161553;0,9930487;-0,3413149;0,9259301;0,1524649;0,05396302
353;-0,04374642;0,2461972;0,341009;-0,1638435;-0,05925484;-0,3332722;0,9265926;0,2044663;0,1830408;0,251103;-0,2318897;0,07524891;-0,133027;0,9606605;0,02874435;1,175314;0,9975955;-0,3402726;0,926072;0,1536499;0,05474514
354;-0,0439235;0,2454656;0,3411794;-0,1603523;-0,05845856;-0,3369034;0,9259405;0,2037484;0,1828196;0,2511554;-0,2298417;0,0727422;-0,1328071;0,9613759;0,03568395;1,195545;1,004292;-0,3386897;0,9262933;0,1554026;0,05585894
355;-0,04373887;0,2451386;0,3404069;-0,1597073;-0,05895702;-0,3398139;0,9249563;0,202649;0,182398;0,2512428;-0,2270867;0,06895857;-0,1318237;0,9624442;0,0394711;1,206585;1,007946;-0,3378253;0,9264113;0,1563582;0,05646633
356;-0,04374584;0,2447074;0,3398326;-0,158514;-0,05638087;-0,3422149;0,9244369;0,2015024;0,1819849;0,2513195;-0,2246383;0,06500939;-0,1307687;0,9634371;0,04401078;1,21982;1,012326;-0,3367893;0,9265501;0,1575021;0,05719353
357;-0,04432909;0,2448581;0,3401956;-0,1608846;-0,0583678;-0,3372725;0,9257195;0,2002616;0,1815253;0,2513373;-0,2230406;0,060973;-0,1291714;0,9642873;0,04932605;1,235315;1,017455;-0,3355755;0,9267091;0,1588403;0,05804439
358;-0,04566626;0,2448782;0,3383136;-0,1637545;-0,06493656;-0,3313549;0,9269151;0,1989127;0,1810326;0,2514221;-0,2212979;0,05809851;-0,1264256;0,9652297;0,05472259;1,251047;1,022662;-0,3343425;0,9268667;0,1601975;0,05890748
359;-0,04661027;0,2445155;0,3374915;-0,1655092;-0,06568671;-0,3289748;0,9273983;0,1973347;0,1804531;0,251611;-0,2188046;0,05457332;-0,1220282;0,9665689;0,06000099;1,266435;1,027755;-0,3331364;0,9270169;0,161523;0,05975065
360;-0,04782132;0,2443311;0,336524;-0,1658935;-0,06805586;-0,3246257;0,9286904;0,1957937;0,1798891;0,2518348;-0,2153115;0,05006734;-0,1186871;0,9680122;0,06501564;1,281054;1,032594;-0,33199;0,9271562;0,1627809;0,06055098
361;-0,04917849;0,243793;0,335218;-0,1680833;-0,06693135;-0,3174516;0,9308559;0,194175;0,179418;0,2519781;-0,2123723;0,04466127;-0,115539;0,969306;0,07032514;1,296533;1,037717;-0,3307756;0,9273;0,1641115;0,06139766
362;-0,05037605;0,2433714;0,33409;-0,1660517;-0,06813379;-0,3115802;0,9331143;0,1925374;0,1790879;0,2519137;-0,2109462;0,03945037;-0,1119278;0,9702668;0,07643473;1,314344;1,043612;-0,3293777;0,9274608;0,1656405;0,06237081
363;-0,05209494;0,2431827;0,332322;-0,1722105;-0,07126256;-0,3021703;0,9348574;0,1910432;0,1788025;0,2517476;-0,2102667;0,03490278;-0,1090653;0,9709142;0,08057228;1,326406;1,047604;-0,3284309;0,9275668;0,1666745;0,06302908
364;-0,0539828;0,2432498;0,3304964;-0,174319;-0,0768588;-0,2907001;0,9376562;0,1895284;0,1785426;0,2515375;-0,2091504;0,02970481;-0,1068119;0,9715787;0,08583054;1,341735;1,052678;-0,3272269;0,9276983;0,1679875;0,0638651
365;-0,05594774;0,2431876;0,3281888;-0,1779332;-0,07997895;-0,277424;0,9407333;0,1879027;0,1782088;0,251342;-0,207601;0,02435193;-0,1031786;0,9724521;0,0912331;1,357485;1,057891;-0,3259895;0,9278294;0,1693349;0,06472319
366;-0,05823272;0,2428215;0,3252747;-0,1810356;-0,07933537;-0,2603934;0,9450541;0,1860773;0,1779722;0,2511591;-0,2059583;0,01982581;-0,09693136;0,9735463;0,09619845;1,37196;1,062682;-0,324852;0,9279466;0,1705716;0,06551092
367;-0,06052909;0,2425076;0,3220107;-0,1847565;-0,08051305;-0,2425152;0,9489832;0,1843978;0,177908;0,2510768;-0,2047724;0,01737926;-0,09030491;0,97448;0,1014745;1,387341;1,067773;-0,3236428;0,9280674;0,1718843;0,06634725
368;-0,06272209;0,2423525;0,3188702;-0,1911808;-0,08307093;-0,2256842;0,9516385;0,1827997;0,1780161;0,2508417;-0,2053331;0,01589848;-0,084566;0,9749022;0,1066895;1,402545;1,072805;-0,322447;0,9281833;0,1731804;0,06717315
369;-0,06522324;0,2421751;0,3153204;-0,1983635;-0,08616171;-0,2063559;0,9542774;0,1811278;0,1784093;0,2503487;-0,208657;0,01108238;-0,08096956;0,9745683;0,1119061;1,417752;1,077838;-0,3212508;0,9282956;0,174475;0,06799824
370;-0,06807774;0,2416293;0,3115155;-0,2042357;-0,08979382;-0,1855708;0,9569683;0,1794188;0,1789533;0,2497343;-0,2127071;0,00392217;-0,07852229;0,9739479;0,1172706;1,433391;1,083014;-0,3200201;0,9284073;0,1758048;0,06884597
371;-0,07076816;0,2409038;0,3077382;-0,2080616;-0,09409261;-0,166587;0,9592214;0,1777306;0,1793231;0,2493055;-0,2149078;-0,003191555;-0,0758718;0,9736776;0,1226174;1,448978;1,088173;-0,318793;0,9285148;0,1771287;0,06969011
372;-0,07348397;0,2394879;0,3036675;-0,2094403;-0,09646913;-0,1470987;0,9618682;0,1761282;0,1797436;0,2493494;-0,2132482;-0,007620614;-0,07354838;0,974196;0,1279303;1,464467;1,0933;-0,3175735;0,9286179;0,1784424;0,07052792
373;-0,07566687;0,2380522;0,2993739;-0,2127153;-0,09595152;-0,1290516;0,96379;0,1745406;0,1802346;0,2495546;-0,2114913;-0,00970179;-0,06993371;0,9748265;0,1336959;1,481275;1,098863;-0,3162495;0,9287256;0,1798662;0,07143611
374;-0,07739186;0,2363208;0,2943695;-0,2188387;-0,09204385;-0,1112743;0,9650158;0,1729546;0,1808959;0,2495881;-0,2118778;-0,01186489;-0,0672565;0,974907;0,1381521;1,494266;1,103163;-0,3152259;0,9288059;0,1809655;0,07213745
375;-0,07932099;0,2341602;0,2894265;-0,2228003;-0,08613299;-0,09242541;0,966643;0,1712541;0,1816565;0,2493472;-0,2137005;-0,01701502;-0,06610367;0,9745116;0,1432584;1,509153;1,10809;-0,3140526;0,9288946;0,1822236;0,07294029
376;-0,08168782;0,2316718;0,2854894;-0,2172245;-0,08748574;-0,07436713;0,9693448;0,1693929;0,1824661;0,2489916;-0,2157895;-0,02311807;-0,06533594;0,9739773;0,1483469;1,523987;1,113;-0,3128832;0,9289798;0,1834757;0,07373944
377;-0,08360179;0,2290425;0,2813036;-0,2169846;-0,08889532;-0,05868462;0,970346;0,1673325;0,1834494;0,2484455;-0,2186647;-0,03037366;-0,06541241;0,9731312;0,153778;1,53982;1,11824;-0,3116346;0,9290668;0,1848107;0,0745916
378;-0,0849173;0,2264533;0,2767464;-0,2205814;-0,08645607;-0,04484156;0,9704939;0,1649676;0,184435;0,2477188;-0,2225163;-0,03951792;-0,06379035;0,9720369;0,15918;1,555568;1,123453;-0,3103922;0,9291496;0,1861368;0,07543836
379;-0,0857937;0,223397;0,2719091;-0,2284127;-0,08138393;-0,03227099;0,96962;0,162519;0,1849981;0,2473819;-0,2224666;-0,04737794;-0,05891304;0,9720047;0,1641106;1,569942;1,12821;-0,3092582;0,9292217;0,1873454;0,07621019
380;-0,08624053;0,2202086;0,2676905;-0,2300783;-0,07469926;-0,02068988;0,9700804;0,1602247;0,1856049;0,2477016;-0,219237;-0,04924935;-0,05328526;0,9729698;0,1694132;1,585401;1,133327;-0,3080381;0,929296;0,1886439;0,07703957
381;-0,0865004;0,2163585;0,264307;-0,2275072;-0,06956745;-0,01169137;0,9712179;0,1582438;0,1866199;0,2480397;-0,2190516;-0,04622208;-0,04872831;0,9733989;0,1746777;1,600748;1,138406;-0,3068264;0,929366;0,1899315;0,07786219
382;-0,08672949;0,2127385;0,2615437;-0,2227392;-0,07018467;-0,005791853;0,9723312;0,1563521;0,1874699;0,2479742;-0,2203389;-0,0483632;-0,04722229;0,9730785;0,1799231;1,61604;1,143467;-0,305619;0,9294322;0,1912125;0,0786808
383;-0,08661696;0,2093922;0,2585321;-0,2250752;-0,07177903;-0,003461568;0,9716877;0,1544291;0,1883029;0,2477978;-0,2215045;-0,05355467;-0,04749758;0,9725285;0,1851271;1,631211;1,148489;-0,3044208;0,9294944;0,1924819;0,07949213
384;-0,08655761;0,2062289;0,255646;-0,2276766;-0,07309076;-0,00174235;0,9709882;0,1525819;0,1889801;0,2477383;-0,2201512;-0,05912464;-0,04782728;0,9724969;0,1914161;1,649545;1,154557;-0,3029722;0,9295648;0,1940139;0,08047152
385;-0,0867421;0,2030463;0,2533804;-0,2252069;-0,07495712;0,002342753;0,9714205;0,1507923;0,189629;0,2480815;-0,2179906;-0,06101673;-0,04549446;0,9729786;0,1955236;1,66152;1,15852;-0,3020259;0,9296082;0,1950133;0,08111054
386;-0,08676071;0,2001463;0,2512957;-0,222248;-0,07310428;0,009102064;0,9722031;0,149679;0,1900286;0,2484554;-0,2163942;-0,0601711;-0,0426439;0,9735166;0,1932894;1,660013;1,173804;-0,2911949;0,9328772;0,1964808;0,07963033
387;-0,08648294;0,1972647;0,2494659;-0,2199178;-0,06620184;0,01705234;0,9731201;0,1483352;0,190277;0,2486305;-0,2165077;-0,06296224;-0,03912013;0,9734628;0,189099;1,651975;1,207418;-0,2663366;0,9399564;0,1993666;0,07615694
388;-0,08592004;0,1945038;0,2479864;-0,2171869;-0,06013359;0,02171103;0,9740341;0,1473567;0,1904956;0,2488092;-0,2172578;-0,06163085;-0,03480102;0,9735448;0,1828486;1,636927;1,282892;-0,2101466;0,9533651;0,2054982;0,06858529
389;-0,08505812;0,1918806;0,2473476;-0,2129923;-0,05873403;0,02019237;0,9750779;0,1469912;0,1908098;0,2491155;-0,2180931;-0,05996976;-0,03212396;0,9735539;0,199559;1,611169;1,404926;-0,1160489;0,9682487;0,2136757;0,05805045
390;-0,08430377;0,1894694;0,2463747;-0,2115199;-0,05943453;0,01777291;0,975403;0,1467815;0,1913072;0,2493962;-0,2177542;-0,05779071;-0,03181466;0,9737716;0,2183467;1,594835;1,481915;-0,05553467;0,9730418;0,2177755;0,05176411
391;-0,08350702;0,1874857;0,245194;-0,214319;-0,05871569;0,01451871;0,9748892;0,1478775;0,1913704;0,2493879;-0,2171579;-0,05712815;-0,03641946;0,9737826;0,2328228;1,592836;1,491256;-0,04729684;0,973382;0,2181632;0,05191769
392;-0,08308475;0,1858883;0,244146;-0,2179376;-0,05865187;0,01432644;0,9740934;0,1483363;0,1917336;0,2495084;-0,2168796;-0,05595077;-0,03943149;0,9737957;0,2417487;1,592331;1,492218;-0,04554158;0,9734414;0,218156;0,05239939
393;-0,08295868;0,1843581;0,2433723;-0,2177041;-0,05998768;0,01651056;0,9740297;0,1488982;0,1932543;0,2500395;-0,2169361;-0,0496448;-0,0428889;0,9739788;0,2484385;1,591863;1,492595;-0,04448439;0,9734807;0,218109;0,05277243
394;-0,08294867;0,183024;0,2425761;-0,2175713;-0,06082851;0,01907736;0,9739603;0,1504573;0,1938872;0,2500698;-0,2187177;-0,04389376;-0,04633139;0,9736988;0,2528467;1,591472;1,492488;-0,04402278;0,9735047;0,2180356;0,05301953
395;-0,08331233;0,1818011;0,242227;-0,2125756;-0,06391428;0,02384051;0,9747606;0,1521878;0,1944811;0,2502373;-0,2180275;-0,03876936;-0,04866355;0,9739573;0,2527064;1,591496;1,492263;-0,04399872;0,9735149;0,2180123;0,0529479
396;-0,08378462;0,1809644;0,2418439;-0,2077102;-0,06656791;0,03033793;0,9754511;0,1545394;0,1948641;0,2502704;-0,2192864;-0,03269551;-0,05023707;0,9738176;0,2417588;1,591835;1,491164;-0,0443415;0,9735543;0,2180351;0,05183321
397;-0,08404113;0,1803733;0,2407451;-0,20734;-0,06533654;0,03660041;0,9753982;0,1575453;0,195523;0,2501901;-0,2231318;-0,02434652;-0,04990157;0,9732057;0,2273309;1,592355;1,489855;-0,04479203;0,9735987;0,2180849;0,05038249
398;-0,08415318;0,1798218;0,2392301;-0,2091821;-0,06232442;0,0422099;0,9749753;0,161364;0,1964521;0,25003;-0,2299847;-0,01272006;-0,05075001;0,9717869;0,2125847;1,593106;1,48885;-0,04523891;0,9736292;0,2181862;0,04893343
399;-0,08425591;0,1796343;0,2372688;-0,2112437;-0,05970142;0,04913758;0,9743702;0,1674129;0,1976408;0,2501972;-0,2373282;0,00660561;-0,05656115;0,969759;0,1438621;1,609264;1,491566;-0,04637775;0,9734491;0,2201673;0,04210107
400;-0,08450658;0,1794094;0,2351244;-0,2135466;-0,05781339;0,05823317;0,9734806;0,1736086;0,1986669;0,250784;-0,2392987;0,02552277;-0,06444851;0,9684684;0,05547573;1,632275;1,497355;-0,04798095;0,9730669;0,2229903;0,03337749
401;-0,0847377;0,178917;0,233192;-0,2138509;-0,05676446;0,06583939;0,9729906;0,1811154;0,1995818;0,2512901;-0,2400056;0,04052075;-0,07807778;0,9667778;-0,04365077;1,660811;1,507037;-0,05006656;0,9724347;0,2265002;0,02370321
402;-0,0844636;0,178303;0,2315639;-0,2112305;-0,05947797;0,06698869;0,9733225;0,1885459;0,2000874;0,2516893;-0,2406763;0,05317134;-0,09146986;0,9648218;-0,2972582;1,698;1,528601;-0,05934313;0,9708949;0,2320376;-0,0001211744
403;-0,08370274;0,1776457;0,2299244;-0,210844;-0,061733;0,06342583;0,9735045;0,1957528;0,2001614;0,2522809;-0,2382293;0,06711569;-0,1016316;0,963542;-0,4757194;1,717415;1,544172;-0,06725723;0,9694444;0,2353329;-0,01650747
404;-0,08276799;0,1769641;0,2281113;-0,2122502;-0,06082357;0,06032591;0,9734532;0,2031505;0,2000514;0,2527257;-0,2381617;0,0821996;-0,1080373;0,9616913;-0,5894134;1,721367;1,554399;-0,07389519;0,9683923;0,2367552;-0,02651427
405;-0,08177708;0,1763056;0,2262959;-0,2128271;-0,05758929;0,0596499;0,9735656;0,2105225;0,1999581;0,2529831;-0,2407537;0,100508;-0,113691;0,9586502;-0,7036029;1,713889;1,562501;-0,08075301;0,9674159;0,2371726;-0,03653441
406;-0,08111591;0,1757059;0,2245569;-0,2133422;-0,05490699;0,06198423;0,973462;0,2178104;0,2000213;0,2531046;-0,2437456;0,1204995;-0,1198673;0,9548298;-0,9406176;1,694701;1,588473;-0,09260373;0,9650466;0,2382411;-0,05788543
407;-0,0807175;0,1750736;0,2230705;-0,2128997;-0,05314292;0,06747803;0,9732915;0,2252581;0,1998536;0,2528757;-0,2469623;0,1384069;-0,1278865;0,9505252;-1,122677;1,680214;1,612785;-0,1009493;0,9628221;0,2392453;-0,07446207
408;-0,08031607;0,1744274;0,2217863;-0,2117536;-0,05187131;0,07285982;0,9732221;0,2317691;0,1995299;0,2526926;-0,2471065;0,1493044;-0,1342049;0,947964;-1,271714;1,67051;1,641245;-0,1066731;0,960675;0,2406649;-0,08834486
409;-0,07955966;0,1736605;0,2206969;-0,2099551;-0,04921065;0,07512463;0,9735777;0,2376952;0,1993742;0,2520561;-0,2487234;0,1583835;-0,1386461;0,9454251;-1,462754;1,655068;1,685872;-0,1144588;0,9574633;0,2427197;-0,1060676
410;-0,07851037;0,172809;0,2197998;-0,2079391;-0,04837246;0,07407533;0,9741326;0,2429043;0,1993593;0,2510581;-0,2514684;0,16347;-0,1420257;0,9433292;-1,641578;1,639347;1,730205;-0,1218617;0,9540833;0,2446349;-0,1225916
411;-0,07727429;0,1720297;0,2188609;-0,2075285;-0,04768285;0,07078984;0,9744984;0,248199;0,1996413;0,2500304;-0,255033;0,1732068;-0,1448831;0,940195;-1,723919;1,630412;1,753055;-0,1254086;0,9523934;0,2455284;-0,1301363
412;-0,07590847;0,1713334;0,2180098;-0,2082958;-0,04709556;0,0673442;0,9746075;0,2533218;0,2000299;0,2488287;-0,259673;0,1850862;-0,1465078;0,936402;-1,849456;1,62334;1,795479;-0,1307616;0,9494436;0,2478532;-0,1415175
413;-0,07487607;0,1706075;0,2171282;-0,208209;-0,04566919;0,06811725;0,9746401;0,2580615;0,2005227;0,2478478;-0,2620706;0,1966049;-0,146949;0,9333121;-1,962811;1,619734;1,837122;-0,135213;0,9465712;0,2502876;-0,1519097
414;-0,07388745;0,1698077;0,2165103;-0,2060995;-0,04237205;0,071411;0,9750016;0,2623028;0,2009283;0,2468425;-0,2642409;0,2044386;-0,1476928;0,9308966;-2,040658;1,620637;1,870047;-0,1376757;0,9444482;0,2523823;-0,1592679
415;-0,07288692;0,1691018;0,2159567;-0,2038027;-0,04014227;0,07404687;0,975382;0,2662517;0,2013759;0,2460221;-0,2653135;0,2102339;-0,1498427;0,9289551;-2,11871;1,620587;1,90485;-0,1395774;0,9423169;0,254384;-0,1668705
416;-0,0718521;0,1683561;0,2154378;-0,2030565;-0,03797029;0,07599576;0,9754748;0,2702543;0,2016143;0,2452715;-0,265875;0,2156593;-0,1545344;0,9267797;-2,217925;1,619815;1,951174;-0,1418556;0,9395182;0,2569135;-0,1765734
417;-0,07061057;0,1674963;0,2151832;-0,2023444;-0,0358155;0,07488047;0,9757904;0,2735676;0,2016809;0,2449566;-0,2640182;0,2190579;-0,1605152;0,925496;-2,334422;1,617397;2,006666;-0,1446414;0,9360918;0,2597905;-0,187936
418;-0,06945188;0,1668075;0,2149504;-0,2026064;-0,03696245;0,07158771;0,9759404;0,2769378;0,2017144;0,2445576;-0,2635797;0,2241275;-0,1646823;0,9236733;-2,373959;1,614309;2,02534;-0,1459934;0,9348816;0,2606319;-0,1917119
419;-0,06835048;0,1662554;0,2147906;-0,2034585;-0,03837078;0,06776975;0,9759814;0,2791642;0,2012481;0,2446677;-0,2614699;0,2275293;-0,1659665;0,9232113;-2,444352;1,600553;2,055472;-0,1494224;0,9327378;0,2614723;-0,1982557
420;-0,06804664;0,1662454;0,2147915;-0,2037847;-0,04061456;0,06718317;0,975863;0,2798596;0,2002212;0,2459683;-0,2541453;0,2281819;-0,1598972;0,9261621;-2,51577;1,583501;2,084903;-0,1531418;0,9305447;0,262043;-0,20486
421;-0,06894299;0,16687;0,2150837;-0,2040935;-0,04111148;0,06950692;0,975615;0,2801386;0,1988189;0,2478534;-0,2431152;0,2281929;-0,1519727;0,9304447;-2,548794;1,572299;2,097343;-0,1548948;0,9295862;0,2619763;-0,2079558
422;-0,06715518;0,1660371;0,2143747;-0,2030784;-0,03932963;0,07412401;0,9755604;0,2784329;0,1964395;0,2509849;-0,2271933;0,2196804;-0,1418073;0,9380909;-2,584088;1,54289;2,101142;-0,1552102;0,9293356;0,2595518;-0,2118444
423;-0,06650526;0,1659784;0,2139709;-0,2026936;-0,03749748;0,07703986;0,9754866;0,2759188;0,1933711;0,2546191;-0,2076903;0,202285;-0,1358252;0,9473632;-2,606597;1,50632;2,093886;-0,1543584;0,9298712;0,2557057;-0,2147736
424;-0,06634919;0,1660744;0,2138771;-0,201509;-0,03813734;0,07749084;0,9756715;0,271568;0,1892306;0,2597575;-0,1744013;0,1740758;-0,1274506;0,9607487;-2,605469;1,466336;2,071544;-0,1520911;0,9314516;0,2505337;-0,2156367
425;-0,06658803;0,1664309;0,2139526;-0,201421;-0,0390312;0,07571958;0,9757934;0,2651711;0,1844001;0,2652374;-0,137774;0,1368738;-0,1142725;0,9742821;-2,561632;1,394828;2,009396;-0,1482398;0,9354677;0,240355;-0,2124963
426;-0,06661169;0,1665992;0,2138778;-0,2019849;-0,03878454;0,07531194;0,9757182;0,2575164;0,1793465;0,2694333;-0,1101539;0,100892;-0,09637764;0,9840723;-2,317683;1,166146;1,796293;-0,1375778;0,9493989;0,2080058;-0,1909132
427;-0,06588645;0,1668235;0,2133421;-0,2026666;-0,03702902;0,07560552;0,9756224;0,2497965;0,1743011;0,272013;-0,09360293;0,07537834;-0,07399162;0,9899908;-1,948243;0,8498465;1,500098;-0,1224326;0,9663423;0,1628056;-0,1571215
428;-0,06554513;0,1670032;0,2130094;-0,2029017;-0,03643594;0,07561949;0,9755947;0,2434174;0,1700452;0,2732393;-0,0883728;0,06799815;-0,05223499;0,99239;-1,647668;0,6638291;1,343511;-0,1095834;0,975996;0,1367667;-0,1292987
429;-0,06525379;0,167098;0,2127939;-0,2028056;-0,03590454;0,07567695;0,9756299;0,2377183;0,1661951;0,2741776;-0,08552054;0,06006575;-0,03553082;0,9938893;-1,412845;0,5421786;1,253347;-0,09258123;0,9825264;0,1198169;-0,1082336
430;-0,06473393;0,1671777;0,2124808;-0,2030659;-0,03499999;0,07462279;0,9756899;0,2316741;0,1627667;0,2745961;-0,08421123;0,04608794;-0,02712071;0,995012;-1,158238;0,4155942;1,162001;-0,07230769;0,9884586;0,1020702;-0,08545619
431;-0,0637743;0,1672704;0,2119994;-0,2043445;-0,03448886;0,07028344;0,9757633;0,2255867;0,1596469;0,2750369;-0,07719514;0,03260384;-0,02201044;0,9962397;-1,097991;0,392049;1,14573;-0,06484739;0,9897465;0,09872603;-0,08031228
432;-0,06348626;0,1672496;0,2120403;-0,2038045;-0,03788431;0,06659957;0,9760087;0,2185161;0,1569313;0,2751136;-0,06873447;0,01214214;-0,01492566;0,9974495;-0,9417272;0,3447545;1,112368;-0,05090021;0,9922096;0,09238803;-0,06628522
433;-0,06352038;0,1672277;0,2122513;-0,2034816;-0,04037283;0,06446944;0,9761193;0,2107568;0,1554798;0,2740558;-0,06801811;-0,009305542;-0,006656202;0,9976185;-0,7861321;0,2963712;1,081892;-0,03885238;0,9941571;0,08619817;-0,05207753
