timestamp;AR_x;AR_y;AR_z;AR_ang_x;AR_ang_y;AR_ang_z;AR_ang_w;Distancia;HAP_x;HAP_y;HAP_z;HAP_ang_x;HAP_ang_y;HAP_ang_z;HAP_ang_w
09:53:06.081;-7,937119;5,178263;-43,75827;0,3742666;0,3241891;0,04273302;0,8677557;20,58219;-25,41183;15,88745;-41,86764;0,3464458;0,9325694;0,09341128;-0,03954741
09:53:06.147;-8,052145;4,98838;-42,63861;0,375994;0,3257949;0,04051178;0,8665131;20,37378;-25,05679;15,80984;-39,66728;0,3450514;0,9332034;0,09193307;-0,04024015
09:53:06.218;-8,136104;4,889326;-41,3002;0,3782415;0,327884;0,03771112;0,8648719;20,10931;-24,77897;15,78079;-38,33786;0,3441826;0,9335062;0,09180126;-0,04095241
09:53:06.286;-8,27765;4,744225;-39,89651;0,3803923;0,3275735;0,03715002;0,8640701;19,82068;-24,46777;15,76467;-36,84865;0,3432299;0,933744;0,09248398;-0,04197885
09:53:06.353;-8,19343;4,518377;-38,58505;0,3811892;0,3266182;0,03672267;0,8640989;19,95617;-24,25702;15,76945;-34,89411;0,3420292;0,934262;0,0914066;-0,04260843
09:53:06.433;-8,149372;4,136829;-36,89658;0,3819403;0,3277959;0,03476641;0,8634019;20,60346;-24,71405;15,79535;-33,1292;0,3411048;0,9344103;0,09183792;-0,04572501
09:53:06.504;-8,215149;3,793001;-35,68097;0,3820565;0,3276848;0,03396723;0,8634244;21,40543;-25,48552;15,82534;-31,78871;0,3403871;0,9345287;0,09241395;-0,04746092
09:53:06.576;-8,374255;3,450718;-34,34064;0,3820304;0,3277139;0,03296949;0,8634636;23,06276;-27,24166;15,92677;-29,83952;0,3385952;0,9347406;0,09509826;-0,05069177
09:53:06.646;-8,742723;3,033491;-32,92859;0,3819022;0,3255014;0,0336138;0,864332;24,13578;-28,64891;16,09109;-28,95636;0,3385741;0,9345714;0,09627657;-0,05171636
09:53:06.716;-9,250115;2,576485;-32,05597;0,3809375;0,3239401;0,03304974;0,8653653;26,24924;-31,12783;16,40209;-27,66949;0,3374659;0,9347103;0,09891506;-0,0514719
