position_x,position_y,position_z,rotation_x,rotation_y,rotation_z
0.3424195,-47.95541,49.38824,0.9432428,-0.2705573,0.03390505
0.5462767,-48.17405,47.57833,0.9440159,-0.269296,0.03331307
0.8062405,-48.61827,45.80759,0.9450466,-0.2675375,0.03117491
1.123291,-49.2005,44.18316,0.9462817,-0.2653214,0.02921938
1.345973,-49.86611,42.45903,0.9472928,-0.264361,0.02713391
1.631503,-50.59735,40.36747,0.9479749,-0.26501,0.02499478
1.9836,-51.23606,37.98325,0.9483201,-0.2664124,0.02296107
2.399964,-51.85715,35.71664,0.9484343,-0.268235,0.02097682
2.876601,-52.13239,33.83891,0.9481005,-0.2710122,0.01868094
3.295027,-52.09326,32.55935,0.9480765,-0.2721574,0.01666367
3.426417,-51.94815,31.77622,0.9473098,-0.2714305,0.01748411
3.440125,-51.77633,31.22983,0.9460832,-0.2687114,0.01990507
3.453643,-51.70721,30.69103,0.9446237,-0.2653167,0.02070763
3.465802,-51.64313,30.20635,0.9431667,-0.2626694,0.02173053
3.475256,-51.59206,29.82955,0.9419986,-0.259734,0.02098426
3.431573,-51.51723,29.29009,0.9406685,-0.2568367,0.02103788
3.443516,-51.44802,28.80611,0.9388825,-0.2553947,0.02120112
3.45943,-51.35297,28.16121,0.9366201,-0.2544474,0.02048099
3.476082,-51.19729,27.48644,0.9339149,-0.2541021,0.02005932
3.494618,-51.07844,26.73527,0.9312519,-0.2539592,0.01818807
3.510493,-50.97315,26.09197,0.9286488,-0.2544954,0.01616917
3.526355,-50.86472,25.44918,0.9261411,-0.254133,0.01452536
3.543691,-50.63596,24.74667,0.9234384,-0.2549793,0.01241455
3.560428,-50.35388,24.06843,0.9205176,-0.2554962,0.0110278
3.57598,-49.96949,23.43819,0.917433,-0.2562472,0.009714703
3.590917,-49.53207,22.83291,0.9140346,-0.2580256,0.007417
3.605228,-49.04182,22.25297,0.9111646,-0.2586792,0.006415954
3.620084,-48.59665,21.65093,0.9074512,-0.2589837,0.005270853
3.574332,-48.14758,21.049,0.9028924,-0.2594791,0.004219834
3.466662,-47.64587,20.47144,0.8982235,-0.2585054,0.002723833
3.362797,-47.09262,19.68388,0.8930997,-0.2572553,0.00165107
3.26326,-46.5804,18.63851,0.8861243,-0.2575431,0.0004098926
3.287607,-46.09361,17.52155,0.8786353,-0.2574711,-0.0005992999
3.31418,-45.56866,16.30243,0.8699737,-0.258389,-0.002249561
3.337913,-44.89904,15.21362,0.8606521,-0.2587212,-0.005474018
3.355958,-44.06755,14.38572,0.8508493,-0.259023,-0.009507394
3.367693,-43.14265,13.84736,0.8413668,-0.2583167,-0.01452085
3.375894,-42.25906,13.47111,0.8302625,-0.2576314,-0.01831324
3.383972,-41.48462,13.10052,0.8197683,-0.2553978,-0.02365991
3.391392,-40.8829,12.76009,0.8091877,-0.2529286,-0.02878845
3.400462,-40.31136,12.34399,0.7969623,-0.2500661,-0.03469674
3.412896,-39.91211,11.77352,0.786236,-0.2468762,-0.03955405
3.494516,-39.44355,10.99882,0.7749998,-0.2451274,-0.04472225
3.516309,-39.01363,10.01755,0.7629293,-0.2430956,-0.04906941
3.54261,-38.50574,8.833266,0.7509481,-0.2422896,-0.05287904
3.573372,-37.91386,7.448101,0.7407195,-0.2416534,-0.05569006
3.671849,-37.17321,6.020971,0.7300353,-0.2416622,-0.05822371
3.768946,-36.33825,4.704837,0.7207492,-0.2414233,-0.06145023
3.933005,-35.57338,3.472179,0.7125154,-0.2418451,-0.06312437
4.099596,-34.84116,2.219348,0.704798,-0.2405923,-0.06546318
4.268258,-34.3255,0.9664055,0.6967027,-0.2390158,-0.06715824
4.440157,-33.77567,-0.3309837,0.6895924,-0.2379478,-0.06791372
4.542196,-33.30334,-1.551463,0.6827757,-0.2364113,-0.06809448
4.713363,-32.79429,-2.688646,0.6762758,-0.2349635,-0.06828418
4.812078,-32.39038,-3.70158,0.6704077,-0.2345005,-0.06815875
4.975608,-32.09404,-4.462927,0.6653771,-0.233528,-0.06791766
5.137547,-31.95815,-5.12802,0.6604819,-0.2320123,-0.06826419
5.364712,-32.05544,-5.548358,0.6565213,-0.2298768,-0.06895305
5.51513,-32.36497,-5.777719,0.6526266,-0.2273796,-0.06875523
5.593471,-32.74615,-5.985508,0.6499348,-0.2248828,-0.06832637
5.593142,-33.29279,-5.975265,0.6482258,-0.2232892,-0.06775087
5.589604,-33.88624,-5.86501,0.6467102,-0.2216341,-0.06737696
5.586001,-34.47957,-5.75271,0.6466224,-0.2209175,-0.06646836
5.580752,-35.09568,-5.589122,0.6465694,-0.220064,-0.06570864
5.574622,-35.6632,-5.398037,0.6474814,-0.2195901,-0.06481811
5.568431,-36.23008,-5.205103,0.6469129,-0.2196819,-0.06476206
5.564553,-36.70314,-5.084226,0.6475866,-0.2202115,-0.06373381
5.563818,-37.25039,-5.061292,0.6481368,-0.2205368,-0.06281572
5.564605,-37.89495,-5.085834,0.6486438,-0.2209927,-0.06174633
5.497896,-38.54449,-5.233591,0.6489717,-0.2221759,-0.06055946
5.503939,-39.29279,-5.424409,0.6502071,-0.2240286,-0.0592293
5.514509,-40.09647,-5.758113,0.6544086,-0.2264498,-0.0572174
5.526487,-40.8805,-6.136311,0.6615101,-0.2288768,-0.05511304
5.538406,-41.54641,-6.512633,0.6678255,-0.2323985,-0.05279946
5.547904,-42.18697,-6.812494,0.674724,-0.2349214,-0.0507888
5.628848,-42.65863,-7.088136,0.6821327,-0.2378239,-0.0481227
5.634662,-43.05435,-7.269362,0.6899117,-0.24096,-0.04527067
5.638275,-43.30197,-7.381972,0.6979604,-0.2436563,-0.04302038
5.639716,-43.40108,-7.426875,0.7054276,-0.245959,-0.04104993
5.640435,-43.45066,-7.449296,0.7139857,-0.2475145,-0.03849005
5.640435,-43.45066,-7.449296,0.7223685,-0.2491521,-0.03596042
5.640435,-43.45066,-7.449296,0.7299957,-0.2507626,-0.03415577
5.642026,-43.42848,-7.498878,0.73763,-0.2517215,-0.03212535
5.642026,-43.42848,-7.498878,0.7453216,-0.2527423,-0.0293867
5.645207,-43.38408,-7.598018,0.7522457,-0.2535065,-0.02745704
5.720777,-43.33959,-7.694783,0.7610855,-0.2545356,-0.02565791
5.797317,-43.22314,-7.818577,0.7700478,-0.2561514,-0.02370741
5.945536,-43.17845,-7.912757,0.778563,-0.2572999,-0.02149447
6.094845,-43.0617,-8.033806,0.7871041,-0.2583371,-0.02032386
6.176018,-42.94932,-8.278495,0.795887,-0.2591681,-0.01854473
6.254843,-42.8095,-8.45108,0.8051451,-0.2604617,-0.0161668
6.329621,-42.54347,-8.506558,0.814344,-0.2612507,-0.01350581
6.332639,-42.2052,-8.590898,0.8232273,-0.262076,-0.01069677
6.333056,-41.84024,-8.602539,0.8315044,-0.2622528,-0.008869491
6.336025,-41.50192,-8.68551,0.8391938,-0.262338,-0.006963188
6.340733,-41.14053,-8.817038,0.8465063,-0.2628042,-0.005616473
6.346239,-40.82815,-8.970891,0.8531838,-0.2631698,-0.005598342
6.348209,-40.56175,-9.025949,0.858919,-0.2630368,-0.005347223
6.351826,-40.39375,-9.126987,0.863902,-0.2633382,-0.00459173
6.355436,-40.22561,-9.227859,0.868898,-0.2626293,-0.004999429
6.35904,-40.05733,-9.328568,0.873569,-0.2628636,-0.004978203
6.364392,-39.8655,-9.47812,0.8781185,-0.2631279,-0.004963004
6.368901,-39.62425,-9.604096,0.8825473,-0.2630825,-0.005764123
6.37256,-39.33367,-9.706315,0.8865539,-0.2634472,-0.006250334
6.375359,-38.99386,-9.784535,0.8902344,-0.2636199,-0.006642159
6.378135,-38.65398,-9.862102,0.8938752,-0.2636264,-0.007114397
6.381737,-38.36298,-9.962738,0.8972499,-0.2634695,-0.007493566
6.385322,-38.07181,-10.0629,0.9006628,-0.2636879,-0.007894876
6.392377,-37.7325,-10.26004,0.9040594,-0.2635231,-0.008431492
6.396809,-37.36792,-10.38388,0.9072689,-0.264545,-0.009406707
6.402955,-36.97886,-10.55559,0.9106826,-0.2643976,-0.01012094
6.407338,-36.49188,-10.67807,0.9133704,-0.2650476,-0.01090806
6.413415,-36.10199,-10.84788,0.9161262,-0.2653399,-0.01117525
6.417729,-35.73621,-10.9684,0.9186513,-0.2663436,-0.01335098
6.422892,-35.41875,-11.11267,0.9215093,-0.2668003,-0.01457869
6.429765,-35.0762,-11.30471,0.9241536,-0.2681915,-0.01637234
6.438376,-34.83012,-11.54532,0.9264882,-0.2690014,-0.0180079
6.449579,-34.60684,-11.85833,0.9285358,-0.2705905,-0.01945879
6.461645,-34.43112,-12.19546,0.9300829,-0.2726103,-0.0205027
6.471091,-34.23123,-12.45939,0.9316494,-0.2742209,-0.02167005
6.483123,-34.05373,-12.79559,0.9330512,-0.2756543,-0.0227385
6.495137,-33.87526,-13.13127,0.9342222,-0.2773534,-0.02295057
6.507133,-33.69584,-13.46645,0.9354477,-0.2789806,-0.02402137
6.517401,-33.54129,-13.75334,0.9366685,-0.2801206,-0.02441904
6.518228,-33.46697,-13.77646,0.9377426,-0.2807261,-0.02460479
6.518228,-33.46697,-13.77646,0.9387195,-0.280499,-0.02524971
6.366775,-33.49279,-13.73398,0.9393675,-0.2800486,-0.02501134
5.989252,-33.54439,-13.65109,0.9391317,-0.2782751,-0.02287172
5.534379,-33.64735,-13.47398,0.9382674,-0.2757984,-0.0213207
4.932324,-33.72436,-13.34757,0.9363821,-0.2739581,-0.01986239
4.406983,-33.7756,-13.26521,0.9337443,-0.2727352,-0.0186344
4.031446,-33.82677,-13.17803,0.9299788,-0.2716835,-0.01885501
3.731878,-33.85232,-13.13647,0.9256722,-0.2703627,-0.01904616
3.582622,-33.85232,-13.13948,0.9202852,-0.2700477,-0.01892333
3.433365,-33.85232,-13.14237,0.91367,-0.2692802,-0.01812123
3.433831,-33.90082,-13.16703,0.9052628,-0.2687961,-0.01669438
3.43339,-33.97485,-13.14373,0.8962208,-0.2674519,-0.01481125
3.43339,-33.97485,-13.14373,0.8865219,-0.2669368,-0.01287723
3.432483,-34.00037,-13.09576,0.8765975,-0.2668709,-0.01116555
3.430668,-34.05134,-12.99979,0.8654187,-0.2661481,-0.009275084
3.426126,-34.17842,-12.7597,0.8533146,-0.265547,-0.007272854
3.421579,-34.30502,-12.51935,0.8412532,-0.2647486,-0.005090226
3.420669,-34.33028,-12.47125,0.8304539,-0.2646576,-0.002183926
3.419759,-34.35552,-12.42313,0.8197206,-0.2648562,-0.0001591423
3.419759,-34.35552,-12.42313,0.8104579,-0.2644105,0.001369985
3.417938,-34.40594,-12.32688,0.8028935,-0.2641207,0.003499769
3.417027,-34.43112,-12.27874,0.7976159,-0.2634769,0.004239974
3.416116,-34.45628,-12.23058,0.7935843,-0.2633833,0.004613762
3.49037,-34.45628,-12.22916,0.7917093,-0.2626306,0.005665424
3.563673,-34.48143,-12.17955,0.7904393,-0.2627749,0.006903274
3.562722,-34.50655,-12.13138,0.7909001,-0.2621796,0.008677519
3.561771,-34.53165,-12.08319,0.7944118,-0.2615247,0.01048208
3.56082,-34.55674,-12.035,0.800649,-0.260951,0.01096175
3.634519,-34.63031,-12.00995,0.8092762,-0.2610256,0.0118036
3.632575,-34.68038,-11.91351,0.8187264,-0.2615294,0.01096935
3.630631,-34.73037,-11.81704,0.8300529,-0.2615394,0.01021032
3.704715,-34.73037,-11.81553,0.8403865,-0.262337,0.009099043
3.704715,-34.73037,-11.81553,0.8488322,-0.2630711,0.008978162
3.704715,-34.73037,-11.81553,0.8562844,-0.264421,0.009435318
3.778799,-34.73037,-11.81399,0.8637213,-0.2659399,0.009509017
3.852882,-34.73037,-11.81242,0.872915,-0.2670871,0.009485283
3.852355,-34.68186,-11.78779,0.8808368,-0.2677751,0.01144218
3.926427,-34.68186,-11.78619,0.8877559,-0.2688947,0.01296421
3.92589,-34.63335,-11.76154,0.8945354,-0.2692708,0.01501362
3.92589,-34.63335,-11.76154,0.901682,-0.2696147,0.01713048
3.925352,-34.58486,-11.73688,0.9086334,-0.2707329,0.01909031
3.997784,-34.56134,-11.66231,0.9152008,-0.2717218,0.02136514
3.994542,-34.51427,-11.51634,0.9211074,-0.2726375,0.02392052
3.990196,-34.37031,-11.32066,0.9261078,-0.2732582,0.02621563
3.979333,-34.13219,-10.83153,0.9301825,-0.2735071,0.02778431
3.961896,-33.79948,-10.04635,0.9345352,-0.272374,0.02946034
3.936147,-33.34753,-8.88694,0.9392185,-0.2695455,0.03188488
3.907482,-32.89417,-7.596228,0.9436247,-0.2655402,0.03385412
3.88645,-32.63012,-6.649184,0.9472869,-0.2614023,0.03723985
3.873178,-32.55619,-6.051559,0.9505934,-0.2573236,0.04089747
3.866569,-32.57809,-5.753973,0.9530684,-0.2544571,0.04407268
3.934832,-32.64817,-5.605222,0.9548027,-0.2519075,0.04817535
4.07559,-32.69479,-5.503784,0.9563133,-0.2497697,0.05129234
4.433023,-32.69479,-5.495038,0.9574317,-0.2484929,0.05559494
4.933399,-32.69479,-5.481557,0.9586531,-0.2459154,0.06025782
5.434445,-32.62386,-5.489414,0.9595063,-0.2438364,0.06707145
5.932103,-32.48103,-5.394076,0.9606385,-0.2395646,0.0745052
6.35978,-32.43344,-5.352551,0.9614801,-0.2350513,0.08325315
6.582333,-32.26907,-5.563324,0.9617649,-0.2296949,0.09264779
7.017002,-31.96157,-5.685721,0.9613165,-0.2239833,0.1040557
7.52372,-31.53518,-5.799177,0.9607798,-0.2172146,0.1145979
8.167323,-31.06114,-5.752374,0.9603529,-0.2087664,0.1254764
8.816659,-30.46875,-5.821249,0.9593378,-0.1995737,0.1385455
9.328421,-29.82825,-5.990748,0.9578168,-0.1889379,0.1533109
9.479654,-29.21124,-6.127676,0.9561005,-0.1761904,0.1670255
9.475359,-28.64411,-6.048617,0.9542207,-0.1624908,0.179499
9.462676,-28.03274,-5.815173,0.9524432,-0.1491334,0.191186
9.453595,-27.32751,-5.648042,0.951079,-0.1380879,0.202205
9.448065,-26.52839,-5.546254,0.9502891,-0.1266224,0.2123089
9.446486,-25.75254,-5.517183,0.9497862,-0.1158592,0.2214116
9.440029,-24.83909,-5.398355,0.9495094,-0.1053357,0.2295718
9.432241,-23.99858,-5.255003,0.9493598,-0.09455456,0.2373276
9.417377,-23.16419,-4.981423,0.9490939,-0.08470257,0.2446241
9.401832,-22.51956,-4.695298,0.9491916,-0.07441078,0.2508448
9.387344,-22.10908,-4.428662,0.9491548,-0.06455528,0.2560492
9.371153,-21.65414,-4.130638,0.9497478,-0.05664776,0.260585
9.348971,-21.13484,-3.722392,0.9505145,-0.04988523,0.2641413
9.320045,-20.43683,-3.189981,0.9518405,-0.04288942,0.2671345
9.290142,-19.62728,-2.639604,0.9530805,-0.03800572,0.2705677
9.263291,-18.91108,-2.145407,0.9545962,-0.0346425,0.2744347
9.177316,-18.3956,-1.854914,0.9562414,-0.03315566,0.2773919
9.165503,-18.08426,-1.635835,0.9574544,-0.03425402,0.2804792
9.14924,-17.93716,-1.334225,0.9580601,-0.03749225,0.2830199
9.125241,-17.68223,-0.8891231,0.9576122,-0.04249334,0.284755
9.034346,-17.40301,-0.4947191,0.9560043,-0.04839996,0.2864796
9.007854,-16.99233,0.0003980024,0.9539176,-0.0552188,0.2863433
8.988998,-16.50893,0.3527975,0.9512368,-0.06357161,0.2851576
8.828766,-16.12029,0.7643625,0.948213,-0.0726398,0.2819088
8.745481,-15.83911,1.035729,0.9448182,-0.08313844,0.2765268
8.670807,-15.77651,1.145415,0.9415618,-0.09448188,0.2694257
8.600381,-15.7329,1.174349,0.938826,-0.1062951,0.2612455
8.531637,-15.7329,1.170827,0.9371142,-0.1187073,0.2521784
8.394147,-15.7329,1.163867,0.9362982,-0.1291347,0.2428607
8.05196,-15.77651,1.114471,0.9363502,-0.1390961,0.2331644
7.772382,-15.82579,1.19821,0.9374987,-0.1475901,0.2222115
7.564736,-15.96227,1.220613,0.9387884,-0.1567639,0.2112823
7.501827,-16.13697,1.087852,0.9403155,-0.1661929,0.2009441
7.438798,-16.31188,0.9554002,0.9418154,-0.1769544,0.1911925
7.442383,-16.51158,0.8747218,0.9443107,-0.1865146,0.181534
7.441663,-16.57995,0.8909201,0.947393,-0.193612,0.1734305
7.436636,-16.69731,1.004052,0.9515325,-0.1991231,0.1671175
7.212694,-17.14086,1.40005,0.9565733,-0.2005312,0.1623053
6.997738,-17.8461,1.605772,0.9613975,-0.2010885,0.1577593
6.859489,-18.81535,1.627217,0.9659878,-0.199277,0.1532027
6.787445,-19.9896,1.710031,0.968795,-0.197477,0.1492785
6.716379,-21.20927,1.77033,0.9691194,-0.1947145,0.1457106
6.63985,-22.43105,1.968827,0.9662127,-0.1942098,0.1409502
6.63495,-23.49385,2.091602,0.9599204,-0.196414,0.1362012
6.496184,-24.28554,2.138218,0.951139,-0.1999406,0.1309631
6.351279,-25.03131,2.347529,0.9404699,-0.2033747,0.1248614
6.198435,-25.63787,2.778355,0.9289547,-0.2068625,0.1178578
5.976508,-26.26337,3.259037,0.9158456,-0.2105026,0.1097212
5.887483,-26.92834,3.847251,0.9012568,-0.2144981,0.1011588
5.870121,-27.65923,4.332362,0.8859653,-0.2197201,0.08878616
5.796036,-28.26134,4.517671,0.8699392,-0.2251132,0.07754679
5.789791,-28.68314,4.694209,0.8529996,-0.231347,0.06542008
5.785765,-28.90418,4.807991,0.8364004,-0.2375071,0.05379368
5.782212,-28.94554,4.908429,0.8185359,-0.2440694,0.04162299
5.77688,-29.00742,5.059149,0.8009723,-0.2493086,0.03023205
5.709734,-29.00742,5.056787,0.7821257,-0.2549697,0.01849394
5.709734,-29.00742,5.056787,0.7646462,-0.2590847,0.007476906
5.709734,-29.00742,5.056787,0.7470248,-0.2627163,-0.001935451
5.57544,-29.00742,5.052147,0.7313992,-0.2659472,-0.009984554
5.513376,-28.94554,4.899139,0.7158605,-0.2699611,-0.01808532
5.58573,-28.88347,4.75077,0.699379,-0.2745074,-0.0253524
5.58573,-28.88347,4.75077,0.6801729,-0.2787286,-0.03278028
5.587707,-28.97559,4.692866,0.6593511,-0.2835542,-0.03770223
5.592382,-29.09312,4.555952,0.6353174,-0.2894291,-0.04172299
5.603173,-29.19452,4.239881,0.6110456,-0.2956591,-0.04279799
5.623484,-29.23721,3.644997,0.5857631,-0.3040138,-0.04038779
5.716169,-29.2824,2.925011,0.560719,-0.3139165,-0.03738288
5.735154,-29.45755,2.375601,0.5392324,-0.3240409,-0.03376886
5.885982,-29.81107,1.975251,0.5213116,-0.3348983,-0.02981554
5.961465,-30.13662,1.780121,0.5068626,-0.3461104,-0.02391309
6.167176,-30.25116,1.781231,-0.4971857,0.3585469,0.01709856
6.16348,-30.29394,1.881064,-0.4918467,0.3718721,0.009092079
6.225505,-30.42584,2.05527,-0.4897,0.3870797,-0.0004174956
6.216607,-30.76079,2.292952,-0.48929,0.4017772,-0.01019745
6.211029,-31.34943,2.44195,-0.4901518,0.4180427,-0.02074608
6.287858,-31.83828,2.217057,-0.4919092,0.4327834,-0.03176453
6.640413,-32.30727,1.954714,-0.4948882,0.4491904,-0.04235945
7.050933,-32.94989,1.971336,-0.4986313,0.4647581,-0.05295774
7.384993,-33.60797,2.166181,0.5038199,-0.4785674,0.06321084
7.5864,-34.33965,2.254042,0.5108548,-0.4922678,0.07358802
7.646281,-35.1122,2.439805,0.518277,-0.5050235,0.08493707
7.769253,-35.92439,2.733269,0.526573,-0.5171571,0.09532322
8.023872,-36.82243,3.112329,0.5354567,-0.5290469,0.1038959
8.264344,-37.93038,3.749135,0.5474837,-0.5401449,0.1103516
8.561797,-39.20405,4.549868,0.5598489,-0.5500506,0.1173533
8.848568,-40.34245,5.487785,0.5719448,-0.5593739,0.126911
9.249752,-41.21549,6.694655,0.5834559,-0.5677341,0.138379
9.73988,-41.87246,8.503425,0.5964887,-0.5744932,0.1485495
9.723026,-42.58497,10.91291,0.610223,-0.5758514,0.160142
8.484929,-42.50221,13.35725,0.6187713,-0.5712745,0.1786659
6.944709,-42.13969,14.91901,0.6214154,-0.5649766,0.1968859
5.724315,-42.07906,15.44298,0.6235148,-0.5608972,0.2101615
5.35064,-42.27088,15.32655,0.6290715,-0.5599517,0.2161831
5.671921,-42.4964,15.15754,0.639513,-0.5589195,0.2173657
6.429955,-42.48188,15.13507,0.6533294,-0.5561433,0.2166139
7.321854,-42.42362,14.96547,0.6664863,-0.5506893,0.216583
8.290315,-42.30606,14.59564,0.6789225,-0.5439111,0.216393
9.070395,-42.20209,14.27317,0.6910045,-0.5329994,0.2196718
9.652054,-41.98314,14.12379,0.7037488,-0.5174571,0.224811
9.902526,-41.66524,14.18948,0.7153419,-0.4994736,0.2330709
9.954258,-41.32996,14.37388,0.7256784,-0.479802,0.2423793
9.949243,-41.18643,14.45146,0.736938,-0.456787,0.2513669
9.947569,-41.1386,14.47736,0.747917,-0.4346048,0.2603316
9.942525,-41.10586,14.55537,0.7594325,-0.4145147,0.2670061
9.925694,-41.07032,14.81572,0.7721668,-0.3937847,0.2734122
9.912229,-40.90916,15.024,0.7836752,-0.372457,0.2810265
