timestamp,success,translation_x,translation_y,translation_z,rotation_right_x,rotation_right_y,rotation_right_z,rotation_up_x,rotation_up_y,rotation_up_z,rotation_forward_x,rotation_forward_y,rotation_forward_z
1678298983.69824,True,-5.55362477501095,-4.26961031361758,60.4390486996874,0.945085169917486,-0.15842965161603,0.285856724760604,-0.100897807821257,-0.973361627306832,-0.205880486844819,0.310859540594946,0.165732278013121,-0.935894843476381
1678298983.76107,True,-5.38842195554041,-4.06247754685895,60.4578247594403,0.944338389195856,-0.154848923883707,0.290253023176391,-0.0950287660439789,-0.973081055439834,-0.209959027355951,0.314951647582824,0.170689983057461,-0.933632898610963
1678298983.8259,True,-5.27621379824944,-3.75553098983935,60.3979711677048,0.943655853126534,-0.15188996626257,0.294012021877999,-0.0877422443634073,-0.97148585122106,-0.220264703099167,0.319084517665941,0.182056801647308,-0.930075476270526
1678298983.89072,True,-5.18953722303944,-3.290218406242,60.2362937511639,0.941574698641095,-0.148368198081976,0.302363960611774,-0.0761386681317721,-0.968270060400479,-0.238025194773941,0.328085339651212,0.201096911786233,-0.922995147319848
1678298983.95655,True,-5.13720492000604,-2.68407618524491,60.1339215404748,0.941357855928805,-0.14372466223016,0.305268092908428,-0.0656142785874972,-0.965445328220029,-0.252210397611921,0.330968508360787,0.217390293446942,-0.918259934217152
1678298984.02237,True,-5.25211543693496,-1.95362367450496,59.8767516836264,0.939638327235294,-0.142410943818901,0.311125275525902,-0.0530777989620864,-0.958931140321498,-0.278628454001117,0.338027456351994,0.245296129611378,-0.908607312071546
1678298984.0862,True,-5.72111846988847,-1.27048551190988,59.3423706392362,0.937159691768652,-0.149413664173403,0.315289183262544,-0.0458141386876696,-0.948538641478798,-0.313329715025343,0.345879714381158,0.279195276786398,-0.8957774392112
1678298984.15003,True,-6.75617703524644,-0.800561358522929,58.5424853064168,0.938238484181834,-0.160646093252989,0.306433319863762,-0.048574967458598,-0.938061452892551,-0.343046910980863,0.34256243129767,0.306974825221333,-0.887928734383431
1678298984.21386,True,-8.36486537534294,-0.596171067514532,57.5778179706118,0.94207710685806,-0.176372631181828,0.285277793920147,-0.0659163513511036,-0.931343731005182,-0.358125521768424,0.328855225530179,0.318577384142922,-0.889023447921453
1678298984.28367,True,-10.3026302971752,-0.703668778513445,56.6239463975919,0.949875086558262,-0.195130236320669,0.244257058873175,-0.0957208786548727,-0.925300865933239,-0.366954794072428,0.29761524377201,0.325180716489522,-0.897598277793517
1678298984.35749,True,-12.1959304148552,-1.24598985636298,55.9877007651707,0.956548288691665,-0.215428626858419,0.196483785923786,-0.128683362091179,-0.916607228413934,-0.37851259046462,0.261640906056294,0.336781376488105,-0.904501155736585
1678298984.42232,True,-13.6946668669653,-2.33390258110152,55.8359061950144,0.95930412221777,-0.236208561065343,0.154729172347795,-0.162685883591432,-0.910202294563309,-0.380874108140422,0.23080057273774,0.340201849864352,-0.911588611695432
1678298984.48515,True,-14.5064374162586,-3.8783808969198,56.1820949368947,0.960382702089205,-0.252564825468145,0.117796750651635,-0.195482459778275,-0.911778327674349,-0.361174319549997,0.198624453295341,0.323838370363386,-0.925028127374251
1678298984.54997,True,-14.4793149873898,-5.67847990685712,56.8752084036627,0.950804684247524,-0.269975325561467,0.151933459122561,-0.226066401559688,-0.939989466068705,-0.255565619295174,0.21181226239012,0.208645937578117,-0.954778737841039
1678298984.6168,True,-13.6645906044807,-7.51342564420257,57.7450754699058,0.930030689428544,-0.283687991448559,0.233589469430772,-0.255258760874343,-0.955982503665016,-0.144708042911452,0.264359379856214,0.0749571623945986,-0.961506912137291
1678298984.68262,True,-12.1166035611128,-9.07208855073394,58.6430714181859,0.908976000529421,-0.283262947983939,0.305818136743042,-0.268490357891026,-0.959042282834545,-0.0902819331597089,0.318866050530762,-4.51104601292411E-05,-0.947799788871025
1678298984.75842,True,-10.0051406047471,-10.143907891545,59.7690070789453,0.892104078781463,-0.269965698519289,0.362310411449174,-0.263595176455257,-0.962237599393977,-0.0679439862095118,0.366971246245533,-0.0348901696113448,-0.929577743114309
1678298984.82125,True,-7.65824095590034,-10.6787880426796,61.0695268183971,0.881797864343481,-0.250052052442983,0.399883104804801,-0.242083622059825,-0.967635965216031,-0.0712471666161889,0.404756774334502,-0.0339795510489955,-0.91379283414833
1678298984.88561,True,-5.33439886139084,-10.5873519875151,61.8186423962916,0.962394918992004,-0.211301405485277,0.170727080272349,-0.190956103857708,-0.973208002119248,-0.128070101938533,0.19321435323976,0.0906526373086223,-0.97695972949305
1678298984.95343,True,-3.26346112652076,-9.91573156158275,62.2504509367197,0.974936407014385,-0.145100809288606,-0.168655736403105,-0.163642335446609,-0.981259278569472,-0.101741900271706,-0.150732174161529,0.126791101285185,-0.980410030705229
1678298985.02125,True,-1.47047039345762,-8.6621314049252,62.6246233733541,0.839044245961832,-0.105498857605457,-0.533736587056091,-0.0973739759129335,-0.994298507738262,0.0434601694011026,-0.53527849025834,0.0155070485073295,-0.844533284905541
1678298985.08109,True,-0.555074739258502,-7.39788547001235,62.9757642059414,0.844582539359846,-0.178624938191294,0.504750894664517,-0.0458235767250325,-0.963365602633376,-0.264247829657989,0.53346090205806,0.200049611644184,-0.821827000564238
1678298985.15988,True,0.686770610573896,-4.83284851788588,63.4854645888645,0.850062728051171,-0.166870887187664,0.49954726041427,-0.0111702169864049,-0.953979594238732,-0.299663411227632,0.526562992082312,0.249152645551489,-0.812806480402326
1678298985.22869,True,1.15294281519262,-2.47756047954021,63.8476066256627,0.865421084739239,-0.156956124276671,0.475826776401669,0.00937443469249413,-0.944429825537342,-0.328579403812384,0.500957549162556,0.288820151110603,-0.815858109139999
1678298985.29851,True,0.930593456175828,-0.558326325750923,63.4215703112214,0.876928330961597,-0.151123211974668,0.456243879037701,0.0220857988757037,-0.935606070607783,-0.35235422252314,0.48011344476585,0.319065910815186,-0.817121793070498
1678298985.36792,True,0.229957287918472,0.983006090981263,62.7849589299007,0.894722790494659,-0.137325305255932,0.42498575117975,0.0283158560424796,-0.932199945847161,-0.360834412520661,0.445723390081823,0.334880607827498,-0.830172053272725
1678298985.42975,True,-0.755287645326709,2.30784854625034,62.185253168683,0.888746490678392,-0.129727554576152,0.439659455590954,0.0576742376306375,-0.919852907796073,-0.38800039991324,0.454756371720691,0.370191017723014,-0.810034105934208
1678298985.49358,True,-1.76947153945524,3.6279352471171,61.6632592776482,0.897768652924192,-0.119221169529101,0.42402565790621,0.0553244548097015,-0.924526721714625,-0.377080290569022,0.436979004674928,0.3619898528574,-0.823415263340186
1678298985.55841,True,-2.53517715880179,5.18724989478416,62.1853831032416,0.916180489313536,-0.0951926546056136,0.389296377468821,0.0588077471033827,-0.928933268957972,-0.365547029400706,0.396427748627458,0.357800699177898,-0.84547247133539
1678298985.62223,True,-3.00886764058113,6.40743634678673,62.7987243873728,0.925086353275547,-0.0653359406322232,0.374094177774866,0.0788686621455572,-0.930556005155907,-0.357554548844856,0.371476746398372,0.360273141005517,-0.855691703100654
