timestamp,position_x,position_y,position_z,rotation_x,rotation_y,rotation_z,rotation_w
1679570707.92784,19.56036,-64.58312,47.73999,0.7481638,-0.1937597,-0.1697661,0.6114634
1679570707.99167,19.24659,-64.62313,48.11086,0.7494094,-0.1975339,-0.16533,0.6099442
1679570708.0555,18.52114,-64.76898,48.21572,0.7504936,-0.2014043,-0.1610035,0.6085011
1679570708.12531,17.97225,-64.81857,48.16868,0.749947,-0.2048233,-0.1584702,0.6086987
1679570708.19313,17.67569,-64.81857,48.1247,0.7481256,-0.207,-0.1568385,0.6106233
1679570708.26095,17.67047,-64.86815,48.16023,0.7475034,-0.2078965,-0.1564386,0.611183
1679570708.32777,17.61061,-64.96726,48.22411,0.7473757,-0.2080016,-0.1557119,0.6114889
1679570708.39559,17.4417,-65.16531,48.34499,0.7478218,-0.2081472,-0.1543106,0.6112491
1679570708.46341,17.18212,-65.21297,48.39883,0.7476981,-0.2092285,-0.153367,0.6112688
1679570708.5364,16.44194,-65.21297,48.29514,0.7471859,-0.212512,-0.1532598,0.6107891
1679570708.60422,15.64471,-65.21115,48.24342,0.746363,-0.2165225,-0.1529525,0.6104636
1679570708.67503,14.45218,-65.2093,48.14879,0.7445269,-0.2205109,-0.1536745,0.6110963
1679570708.74385,13.84646,-65.20554,48.18684,0.7427272,-0.2210747,-0.1562861,0.6124189
1679570708.81167,13.38362,-65.19973,48.29833,0.7415873,-0.2213874,-0.1579109,0.6132699
1679570708.87825,12.55952,-65.18751,48.5369,0.7394699,-0.2223711,-0.1578987,0.61547
1679570708.94661,11.80963,-65.18326,48.56978,0.7373747,-0.2248787,-0.1572986,0.6172239
1679570709.01842,10.89812,-65.17224,48.756,0.733813,-0.2277438,-0.1583246,0.6201488
1679570709.08824,9.725356,-65.09977,49.16344,0.7311803,-0.2312565,-0.1573911,0.6221928
1679570709.15805,7.400379,-64.99496,50.10238,0.7277172,-0.2379341,-0.1543693,0.6244879
1679570709.22487,4.974344,-64.73756,50.97196,0.7268363,-0.2404423,-0.1521212,0.6251045
1679570709.29269,1.721389,-64.51029,52.07327,0.726176,-0.2404491,-0.1523517,0.6258128
1679570709.3615,0.667365,-64.38509,52.42458,0.7232121,-0.2378969,-0.157356,0.6289741
1679570709.42932,0.3808746,-64.27496,52.56868,0.7199191,-0.2380724,-0.1587119,0.6323358
1679570709.50213,-0.6661094,-64.21987,52.64269,0.7171219,-0.2424704,-0.153893,0.6350285
1679570709.56695,-2.090443,-64.20796,52.82226,0.7154537,-0.2455433,-0.149878,0.6366876
1679570709.63876,-4.227682,-64.20796,52.88072,0.7122109,-0.247132,-0.1494034,0.6398125
1679570709.70658,-5.983916,-64.20796,52.9584,0.7101223,-0.2461554,-0.151541,0.642004
1679570709.7734,-7.746024,-64.21593,52.95465,0.7074391,-0.240808,-0.1580702,0.645411
1679570709.85119,-8.06843,-64.40417,52.4321,0.705473,-0.2363907,-0.1643277,0.6476293
1679570709.91502,-8.124978,-64.60823,51.61968,0.7040284,-0.2335464,-0.1690488,0.6490166
1679570709.98184,-8.446788,-64.73756,51.17065,0.7037629,-0.2333757,-0.1697369,0.6491864
1679570710.04867,-8.903708,-65.00665,50.89504,0.7036425,-0.2334812,-0.1698771,0.6492423
1679570710.11549,-9.82235,-65.79501,50.36911,0.7029556,-0.2334661,-0.1704739,0.6498351
1679570710.18131,-10.32129,-66.48994,49.68906,0.7018664,-0.2340551,-0.1727496,0.6501995
1679570710.25112,-10.66836,-67.02702,49.10744,0.7017142,-0.2343141,-0.1744559,0.6498147
1679570710.31695,-11.07466,-67.16064,48.45531,0.700011,-0.2347915,-0.1777296,0.6505919
1679570710.38477,-11.1196,-67.18146,47.96878,0.6995775,-0.2345184,-0.1805755,0.6503729
1679570710.45358,-11.14457,-67.19225,47.69846,0.699135,-0.2343924,-0.1821418,0.6504574
1679570710.5204,-11.15117,-67.24589,47.62705,0.6990996,-0.2345309,-0.1822782,0.6504073
1679570710.58822,-11.07168,-67.25403,47.40162,0.6987422,-0.2335579,-0.1835722,0.6507775
1679570710.66003,-10.20202,-67.21404,47.01566,0.6973398,-0.230197,-0.188605,0.6520389
1679570710.72685,-9.47317,-67.17152,46.70171,0.6969785,-0.2295328,-0.1901237,0.6522182
1679570710.79168,-8.438709,-67.07693,46.38838,0.696954,-0.2301547,-0.1905852,0.6518905
1679570710.8585,-7.64291,-67.08016,46.22709,0.6967022,-0.2282355,-0.1917006,0.6525071
1679570710.92731,-6.596858,-67.08484,46.00293,0.6962876,-0.2257783,-0.1933878,0.6533061
1679570710.99513,-4.743198,-66.93767,45.69786,0.6999842,-0.2213367,-0.194096,0.6506604
1679570711.05996,-2.425752,-66.78869,45.46559,0.7008931,-0.2192366,-0.196576,0.6496477
1679570711.12778,0.5060722,-66.63941,45.27834,0.701768,-0.2203915,-0.1955692,0.6486154
1679570711.1946,2.890333,-66.44068,45.0561,0.7043506,-0.2259842,-0.1885179,0.645974
1679570711.25942,3.143843,-66.28752,45.06135,0.7085896,-0.2264304,-0.1854775,0.64205
1679570711.32525,3.800641,-66.08195,45.15135,0.7101725,-0.2233519,-0.1878975,0.6406743
1679570711.39377,5.663717,-65.41464,45.45777,0.7103314,-0.2203054,-0.1903504,0.6408288
1679570711.46159,7.474452,-65.05585,45.68262,0.7103879,-0.2201774,-0.1905042,0.6407645
1679570711.52742,9.689604,-64.9534,45.8745,0.7108505,-0.2200786,-0.1906276,0.6402484
1679570711.59424,12.75639,-64.90219,46.17433,0.7128333,-0.2223221,-0.1881522,0.6379971
1679570711.66106,14.31271,-64.90219,46.34686,0.7146448,-0.2243006,-0.1859395,0.6359234
1679570711.72788,15.56612,-64.90219,46.50043,0.7164388,-0.2239285,-0.1863275,0.6339192
1679570711.7937,18.06787,-64.90219,46.8462,0.7191961,-0.2220878,-0.1874624,0.6311037
1679570711.85953,19.96714,-64.9534,47.12521,0.7219144,-0.2201644,-0.1850239,0.6293913
1679570711.92735,21.5488,-64.95757,47.17562,0.7228382,-0.2202217,-0.1842848,0.6285272
1679570711.99317,23.61978,-64.96045,47.39615,0.725263,-0.2191193,-0.183636,0.6263052
1679570712.05899,24.86191,-64.96045,47.64535,0.7273057,-0.2196848,-0.1829842,0.6239246
1679570712.12382,25.85373,-64.96045,47.85389,0.730464,-0.2185951,-0.1823605,0.6207924
1679570712.19164,26.89326,-64.96045,48.08163,0.7330776,-0.2171995,-0.1811683,0.6185464
1679570712.26045,26.94271,-64.96045,48.0927,0.7336766,-0.217325,-0.179128,0.6183863
1679570712.32827,26.93083,-64.95951,48.14572,0.7330769,-0.2173377,-0.1788276,0.6191795
1679570712.39609,26.95254,-64.96483,47.81652,0.7228243,-0.2158962,-0.1823655,0.6306003
1679570712.46391,26.71082,-64.97131,47.26192,0.7090998,-0.2117904,-0.1905403,0.6449935
1679570712.53273,26.66618,-64.97598,46.75139,0.6822864,-0.2033306,-0.2089552,0.6704324
1679570712.60054,26.59294,-64.9751,46.8466,0.656015,-0.1981259,-0.2233888,0.6931724
1679570712.66737,26.54647,-64.97306,47.05891,0.628861,-0.1921417,-0.2379937,0.7148248
1679570712.73419,26.39545,-64.964,47.74892,0.59187,-0.1806826,-0.2563239,0.742524
1679570712.80101,26.28335,-65.15833,48.26111,0.5586124,-0.1681135,-0.2718453,0.7653693
1679570712.86783,26.09381,-65.54391,49.12713,0.5247066,-0.1580648,-0.2827539,0.7872412
1679570712.93266,25.78747,-66.35766,50.52681,0.4851615,-0.1552194,-0.2956251,0.8081653
1679570712.99948,25.59087,-67.58339,51.42509,0.4621968,-0.1530119,-0.303924,0.8188967
1679570713.06331,25.41033,-68.90657,52.24994,0.4375233,-0.1482861,-0.3138515,0.8295069
1679570713.13112,25.30651,-70.40051,52.72429,0.4106509,-0.1385494,-0.3211575,0.8420379
1679570713.19296,25.27397,-72.73711,52.873,0.3774687,-0.126278,-0.3300744,0.8559335
1679570713.2518,25.23254,-74.31074,53.06227,0.3588735,-0.1244863,-0.3326517,0.8631662
1679570713.30566,25.13965,-75.00977,53.48669,0.3472164,-0.1243117,-0.3321667,0.8681317
1679570713.38544,25.01622,-75.00971,54.05066,0.3352531,-0.1300708,-0.3282532,0.8734625
1679570713.44927,24.96703,-75.00971,54.27541,0.3337061,-0.1359731,-0.3260817,0.8739693
1679570713.5151,24.93512,-75.00971,54.42118,0.3316222,-0.1399016,-0.3244201,0.8747604
1679570713.57793,24.90293,-75.00971,54.56825,0.332102,-0.1426593,-0.323282,0.8745543
1679570713.64774,24.87258,-74.72889,54.70694,0.3386254,-0.1462774,-0.3226148,0.8716969
1679570713.71556,24.76067,-72.84137,55.21828,0.374339,-0.1581581,-0.3168136,0.8570213
1679570713.79036,24.66288,-71.27445,55.66505,0.4059771,-0.1648006,-0.3090085,0.8441191
1679570713.86018,24.54133,-69.75502,56.2204,0.4480579,-0.1694618,-0.2932267,0.8273723
1679570713.92799,24.45459,-69.46432,56.61674,0.4847458,-0.1725498,-0.2820289,0.8097578
1679570713.99382,24.30668,-68.44191,57.29254,0.5244584,-0.1770001,-0.2681834,0.7884745
1679570714.06164,24.11689,-68.33835,57.28537,0.5521615,-0.1839294,-0.2582763,0.7710908
1679570714.12546,23.66776,-68.29196,57.15063,0.5797644,-0.1939199,-0.2480699,0.7514849
1679570714.19328,23.22698,-67.89935,56.97435,0.6091412,-0.2055466,-0.2387742,0.7277943
1679570714.25811,23.24039,-67.82725,56.68026,0.6260967,-0.2137301,-0.2331473,0.7127164
1679570714.32693,23.28859,-67.74934,56.4487,0.6410401,-0.2205044,-0.227373,0.6991043
1679570714.39275,23.28859,-67.74934,56.4487,0.6541026,-0.2244111,-0.2194309,0.6882147
1679570714.46157,23.29961,-67.75437,56.39573,0.6635342,-0.2243728,-0.2128089,0.6812426
1679570714.52739,23.35474,-67.77919,56.13084,0.6734874,-0.2229455,-0.2059049,0.6740276
1679570714.5972,23.46502,-67.82718,55.60094,0.6812939,-0.2221192,-0.2014179,0.6677818
1679570714.66464,23.494,-67.9399,55.46168,0.6861081,-0.2229995,-0.1958018,0.6642202
1679570714.73246,23.53055,-68.00543,55.28606,0.6896693,-0.2278608,-0.1873956,0.6613007
1679570714.79828,23.60778,-68.03693,54.91496,0.6907733,-0.2326421,-0.1836029,0.6595452
1679570714.86543,23.66296,-68.05878,54.64982,0.6915056,-0.2361486,-0.1811386,0.6582117
1679570714.93374,23.77862,-68.06736,54.56327,0.692599,-0.2373769,-0.1797747,0.6569931
1679570715.00091,23.83651,-68.07162,54.52004,0.6957361,-0.2383319,-0.1768502,0.6541201
1679570715.06952,23.93012,-68.07162,54.53968,0.6999921,-0.2396145,-0.1737236,0.6499354
1679570715.13607,24.08171,-68.07585,54.51629,0.706778,-0.2413751,-0.1680809,0.6433908
1679570715.2061,24.10413,-68.08426,54.41029,0.7105956,-0.2414891,-0.1646215,0.6400286
1679570715.27392,24.17142,-68.10895,54.09223,0.7151588,-0.2416407,-0.1603103,0.6359703
1679570715.34274,24.18263,-68.11298,54.03922,0.7178059,-0.2433179,-0.1558778,0.6334454
1679570715.40956,24.18263,-68.11298,54.03922,0.7191785,-0.2449674,-0.1522166,0.6321419
1679570715.47638,24.19385,-68.117,53.9862,0.7200684,-0.247502,-0.1488122,0.630951
1679570715.5432,24.30603,-68.15594,53.45595,0.7159255,-0.2497776,-0.1505101,0.6343568
1679570715.61102,24.5417,-68.23051,52.34194,0.7047266,-0.2542554,-0.1578585,0.6432692
1679570715.67684,24.93475,-68.33315,50.484,0.6909502,-0.2602087,-0.17035,0.6525796
1679570715.75762,25.92362,-68.33414,49.4366,0.6830202,-0.2573811,-0.1841795,0.6582677
1679570715.82245,27.48153,-68.31875,48.68968,0.6794779,-0.2533804,-0.1930233,0.6609464
1679570715.89127,29.46612,-68.24831,47.79939,0.6771909,-0.2522245,-0.197162,0.6625122
1679570715.95709,32.89392,-67.2406,46.4561,0.6740643,-0.2535074,-0.2002731,0.6642755
1679570716.02591,35.34225,-66.24913,45.4559,0.6724836,-0.2559449,-0.1988451,0.6653711
1679570716.09342,36.86951,-65.81448,44.75071,0.6725883,-0.2558834,-0.1936382,0.666823
1679570716.16025,38.2613,-65.75217,44.73833,0.6718709,-0.2529058,-0.1943876,0.6684621
1679570716.22707,39.96691,-65.73475,44.65118,0.6708518,-0.2512221,-0.1954246,0.6698168
1679570716.29494,42.37664,-65.71072,44.70931,0.6723813,-0.2485243,-0.1934435,0.6698647
1679570716.36176,44.04051,-65.70049,45.00383,0.6758639,-0.2457921,-0.1919414,0.6677969
1679570716.42659,45.58995,-65.74323,45.31721,0.6807963,-0.2408256,-0.1898142,0.6651992
1679570716.49341,46.89094,-65.89509,45.69126,0.685553,-0.2369663,-0.187573,0.6623296
1679570716.56223,47.86087,-65.99783,46.02795,0.6864462,-0.2358478,-0.1868527,0.6620071
1679570716.62957,48.83501,-66.152,46.35582,0.6864552,-0.2362069,-0.186381,0.6620028
1679570716.70038,50.338,-66.34398,46.53864,0.6859169,-0.2367405,-0.1863508,0.6623785
1679570716.76621,51.45613,-66.37084,46.39807,0.6859594,-0.2384657,-0.1860593,0.6617974
1679570716.83602,52.00587,-66.35233,46.21845,0.6871266,-0.2402119,-0.182305,0.6609994
1679570716.90284,51.99155,-66.40648,46.25207,0.6879174,-0.2429973,-0.1790207,0.6600558
1679570716.97066,51.76379,-66.42229,46.50908,0.6890799,-0.2487445,-0.1733105,0.6582238
1679570717.03848,49.32214,-66.48156,47.02277,0.6875957,-0.2569886,-0.166226,0.6584359
1679570717.1073,46.81246,-66.4968,46.49781,0.6854681,-0.2592609,-0.1701882,0.6587513
1679570717.17412,45.65796,-66.4968,46.06054,0.6819478,-0.2555197,-0.1806031,0.6610895
1679570717.24194,45.55737,-66.4968,46.02303,0.6797093,-0.25352,-0.1820403,0.6637651
1679570717.30677,45.17351,-66.49496,45.82287,0.6791801,-0.2540963,-0.1809239,0.6643914
1679570717.37059,44.17168,-66.60328,45.59368,0.6791207,-0.2550704,-0.1775638,0.6649851
1679570717.43742,41.46141,-67.00342,46.0696,0.6776841,-0.257505,-0.1705538,0.6673431
1679570717.50723,38.31923,-67.23618,46.85429,0.676939,-0.2606538,-0.166649,0.6678633
1679570717.57804,34.12161,-67.24021,47.07627,0.6741639,-0.2625074,-0.1679592,0.6696137
1679570717.64287,32.09301,-67.18658,47.04758,0.6698949,-0.2628648,-0.1734995,0.6723398
1679570717.72365,30.93096,-67.18624,46.80214,0.6638414,-0.2625321,-0.1793388,0.6769262
1679570717.79047,30.37663,-67.13471,46.68044,0.6625097,-0.2636557,-0.180096,0.6775928
1679570717.85729,29.17444,-67.13471,46.38659,0.6621419,-0.263853,-0.1799476,0.6779148
1679570717.92411,27.72188,-67.18624,46.03032,0.6623603,-0.2631958,-0.1788836,0.6782385
1679570717.99293,25.64472,-67.18587,45.63355,0.661445,-0.2624772,-0.1794151,0.6792691
1679570718.05794,24.2925,-67.23573,45.56248,0.6610306,-0.2608017,-0.1800391,0.6801521
1679570718.12675,23.05627,-67.33439,45.73117,0.6598125,-0.2579176,-0.181146,0.6821379
1679570718.19457,21.83059,-67.63267,46.17398,0.6567703,-0.2547947,-0.181524,0.6861351
1679570718.25939,21.6721,-67.93403,46.48229,0.6529437,-0.2532321,-0.1838945,0.6897252
1679570718.32721,21.65255,-68.08548,46.59218,0.6508908,-0.2534576,-0.184829,0.691331
1679570718.39403,21.65853,-68.18881,46.55857,0.6493372,-0.2530525,-0.1861883,0.6925746
1679570718.46085,21.76168,-68.24049,46.55965,0.6485607,-0.2517644,-0.1874354,0.6934347
1679570718.53067,21.91793,-68.34386,46.55312,0.6467246,-0.2496465,-0.1895417,0.6953401
1679570718.60247,22.13336,-68.6024,46.50605,0.6438963,-0.2483438,-0.1910273,0.6980197
1679570718.6683,22.29342,-68.60358,46.48,0.6382294,-0.2469585,-0.1939207,0.7029008
1679570718.73412,22.39669,-68.65531,46.48179,0.6314105,-0.2477103,-0.1940653,0.7087305
1679570718.80194,22.39669,-68.65531,46.48179,0.6255792,-0.2477846,-0.1946964,0.7136853
1679570718.87076,22.39669,-68.65531,46.48179,0.6201649,-0.2479904,-0.1951846,0.7181916
1679570718.94057,22.39669,-68.65531,46.48179,0.6131814,-0.2494515,-0.1956471,0.7235363
1679570719.01038,22.39669,-68.65531,46.48179,0.6058676,-0.2520862,-0.1960469,0.7286581
1679570719.0792,22.39669,-68.65531,46.48179,0.6014602,-0.253856,-0.1960328,0.7316925
1679570719.14801,22.39669,-68.65531,46.48179,0.5975041,-0.2557583,-0.1958876,0.7343055
1679570719.21184,22.40651,-68.65648,46.42836,0.5958157,-0.2563211,-0.195928,0.7354695
1679570719.29263,22.40651,-68.65648,46.42836,0.5944043,-0.2559449,-0.1964191,0.7366107
1679570719.36045,22.41633,-68.65762,46.37493,0.5923838,-0.2549713,-0.1974463,0.7382994
1679570719.43026,22.49601,-68.6609,46.22387,0.5912868,-0.2542545,-0.1990316,0.739
1679570719.49808,22.67637,-68.66399,46.09146,0.5902475,-0.2518183,-0.2016768,0.7399471
1679570719.5659,22.87743,-68.66399,46.12892,0.5891957,-0.247556,-0.2042729,0.74151
1679570719.63471,22.87743,-68.66399,46.12892,0.5781811,-0.2426066,-0.2107698,0.7499498
1679570719.70253,22.83745,-68.65983,46.34253,0.5589682,-0.2396009,-0.2186712,0.7631048
